year,Date,lat,lon,block,exclusion,water,unique.plot,tag,canopy,species,abundance
2014,October ,-32.39770398,118.386957,bb5,o,d,bb5od,397,0.22002,Rhodanthe.laevis,1
2014,October ,-32.39770398,118.386957,bb5,o,d,bb5od,397,0.22002,Parentucellia.latifolia,1
2014,October ,-32.39770398,118.386957,bb5,o,d,bb5od,397,0.22002,Velleia.cycnopotamica,2
2014,October ,-32.39770398,118.386957,bb5,o,d,bb5od,397,0.22002,Ceratogyne.obionoides,3
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Waitzia.acuminata,47
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Trachymene.ornata,30
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Brachyscome.iberidifolia,23
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Podotheca.gnaphalioides,3
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Gonocarpus.nodulosus,57
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Rhodanthe.laevis,2
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Rhodanthe.manglesii,11
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Rhodanthe.citrina,4
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Blennospora.drummondii,3
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,Ceratogyne.obionoides,1
2014,October ,-32.39770398,118.386957,bb5,o,w,bb5ow,366,0.15275,sedge,55
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Waitzia.acuminata,27
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Rhodanthe.manglesii,20
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Podolepis.lessonii,7
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Erodium.sp,3
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Rhodanthe.citrina,17
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Brachyscome.iberidifolia,26
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Velleia.cycnopotamica,12
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Goodenia.berardiana,2
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Trachymene.cyanopetala,23
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Gonocarpus.nodulosus,7
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Hydrocotyle.pilifera,5
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Lobelia.sp,3
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Parentucellia.latifolia,3
2014,October ,-32.39655398,118.387843,bb6,c,d,bb6cd,453,0.24704,Hypochaeris.glabra,2
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Lawrencella.rosea,10
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Rhodanthe.manglesii,2
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Waitzia.acuminata,81
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Trachymene.cyanopetala,34
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Goodenia.berardiana,9
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Hydrocotyle.pilifera,9
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Velleia.cycnopotamica,26
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Gonocarpus.nodulosus,18
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,sedge,20
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Brachyscome.iberidifolia,4
2014,October ,-32.39655398,118.387843,bb6,c,w,bb6cw,427,0.10927,Lobelia.sp,3
2014,October ,-32.39655398,118.387843,bb6,k,d,bb6kd,214,NA,Podotheca.gnaphalioides,7
2014,October ,-32.39655398,118.387843,bb6,k,d,bb6kd,214,NA,Waitzia.acuminata,20
2014,October ,-32.39655398,118.387843,bb6,k,d,bb6kd,214,NA,Hyalosperma.glutinosum.subsp.glutinosum,7
2014,October ,-32.39655398,118.387843,bb6,k,w,bb6kw,208,NA,Waitzia.acuminata,15
2014,October ,-32.39655398,118.387843,bb6,k,w,bb6kw,208,NA,Rhodanthe.laevis,20
2014,October ,-32.39655398,118.387843,bb6,k,w,bb6kw,208,NA,Lawrencella.rosea,10
2014,October ,-32.39655398,118.387843,bb6,k,w,bb6kw,208,NA,Trachymene.cyanopetala,15
2014,October ,-32.39655398,118.387843,bb6,k,w,bb6kw,208,NA,Velleia.cycnopotamica,5
2014,October ,-32.39655398,118.387843,bb6,k,w,bb6kw,208,NA,Hydrocotyle.pilifera,10
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Rhodanthe.manglesii,15
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Waitzia.acuminata,39
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Podolepis.lessonii,10
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Trachymene.cyanopetala,19
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Brachyscome.iberidifolia,6
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Hypochaeris.glabra,3
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Parentucellia.latifolia,4
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Gonocarpus.nodulosus,4
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Phyllangium.sulcatum,61
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Levenhookia.dubia,12
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Ceratogyne.obionoides,4
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Velleia.cycnopotamica,6
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Goodenia.berardiana,8
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Lobelia.sp,2
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Rhodanthe.citrina,2
2014,October ,-32.39655398,118.387843,bb6,o,d,bb6od,475,0.16518,Hydrocotyle.pilifera,6
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Lawrencella.rosea,5
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Rhodanthe.manglesii,21
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Waitzia.acuminata,63
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Erodium.sp,1
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Podotheca.gnaphalioides,2
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Gonocarpus.nodulosus,18
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Brachyscome.iberidifolia,9
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Hypochaeris.glabra,1
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Trachymene.cyanopetala,13
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Velleia.cycnopotamica,7
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Hydrocotyle.pilifera,4
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,sedge,50
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Lobelia.sp,6
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Ursinia.anthemoides,1
2014,October ,-32.39655398,118.387843,bb6,o,w,bb6ow,387,0.50175,Podolepis.canescens,3
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Hypochaeris.glabra,18
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Waitzia.acuminata,87
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Goodenia.berardiana,2
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Podotheca.gnaphalioides,11
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Lawrencella.rosea,4
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Gonocarpus.nodulosus,145
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Rhodanthe.manglesii,8
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Ursinia.anthemoides,3
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,sedge,350
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Phyllangium.sulcatum,50
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Lobelia.sp,2
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Ceratogyne.obionoides,2
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Rhodanthe.citrina,5
2014,October ,-32.39625701,118.388056,bb7,c,d,bb7cd,432,0.67643,Nicotiana.rotundifolia,2
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Podotheca.gnaphalioides,10
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Rhodanthe.manglesii,34
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Gonocarpus.nodulosus,150
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Trachymene.cyanopetala,12
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Hydrocotyle.pilifera,4
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Lobelia.sp,3
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Hypochaeris.glabra,6
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,sedge,100
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Waitzia.acuminata,29
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Rhodanthe.citrina,1
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Brachyscome.iberidifolia,3
2014,October ,-32.39625701,118.388056,bb7,c,w,bb7cw,278,0.46848,Ceratogyne.obionoides,2
2014,October ,-32.39625701,118.388056,bb7,k,d,bb7kd,312,NA,Pentaschistis.airoides,100
2014,October ,-32.39625701,118.388056,bb7,k,d,bb7kd,312,NA,Waitzia.acuminata,40
2014,October ,-32.39625701,118.388056,bb7,k,d,bb7kd,312,NA,Hypochaeris.glabra,6
2014,October ,-32.39625701,118.388056,bb7,k,d,bb7kd,312,NA,Podotheca.gnaphalioides,3
2014,October ,-32.39625701,118.388056,bb7,k,d,bb7kd,312,NA,Rhodanthe.manglesii,10
2014,October ,-32.39625701,118.388056,bb7,k,d,bb7kd,312,NA,Gonocarpus.nodulosus,20
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Hypochaeris.glabra,7
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Rhodanthe.manglesii,1
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Lawrencella.rosea,40
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Waitzia.acuminata,40
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Pentaschistis.airoides,100
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Rhodanthe.laevis,50
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Podotheca.gnaphalioides,2
2014,October ,-32.39625701,118.388056,bb7,k,w,bb7kw,345,NA,Ursinia.anthemoides,1
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Waitzia.acuminata,120
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Hypochaeris.glabra,21
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Arctotheca.calendula,3
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Gonocarpus.nodulosus,27
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Lawrencella.rosea,9
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Avena.barbata,2
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Ceratogyne.obionoides,5
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,sedge,450
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Ursinia.anthemoides,2
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Rhodanthe.manglesii,25
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Podotheca.gnaphalioides,1
2014,October ,-32.39625701,118.388056,bb7,o,d,bb7od,300,0.40864,Levenhookia.dubia,4
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Arctotheca.calendula,6
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Rhodanthe.manglesii,32
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Waitzia.acuminata,42
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Podotheca.gnaphalioides,10
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Gonocarpus.nodulosus,58
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Hypochaeris.glabra,25
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Velleia.cycnopotamica,2
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Trachymene.cyanopetala,11
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Hydrocotyle.pilifera,7
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,sedge,20
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Phyllangium.sulcatum,5
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Brachyscome.iberidifolia,6
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Lawrencella.rosea,5
2014,October ,-32.39625701,118.388056,bb7,o,w,bb7ow,316,0.68862,Calandrinia.eremaea,1
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Podotheca.gnaphalioides,18
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Waitzia.acuminata,35
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Trachymene.ornata,14
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Hypochaeris.glabra,28
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Gonocarpus.nodulosus,21
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Phyllangium.sulcatum,35
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Ceratogyne.obionoides,3
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,lance waac,2
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Rhodanthe.citrina,15
2014,October ,-32.39620504,118.389072,bb8,c,d,bb8cd,259,0.76062,Lobelia.sp,6
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Waitzia.acuminata,40
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Rhodanthe.manglesii,107
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Trachymene.ornata,17
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Lawrencella.rosea,2
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Podotheca.gnaphalioides,6
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Lobelia.sp,3
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Hypochaeris.glabra,20
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Brachyscome.iberidifolia,6
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Rhodanthe.citrina,13
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Rhodanthe.laevis,20
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Arctotheca.calendula,1
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Daucus.glochidiatus,1
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,lance waac,3
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Ceratogyne.obionoides,22
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,sedge,80
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Erodium.sp,1
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Hydrocotyle.pilifera,3
2014,October ,-32.39620504,118.389072,bb8,c,w,bb8cw,489,0.22524,Gonocarpus.nodulosus,25
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Waitzia.acuminata,20
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Podotheca.gnaphalioides,7
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Hypochaeris.glabra,2
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Brachyscome.iberidifolia,8
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Hyalosperma.glutinosum.subsp.glutinosum,2
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Phyllangium.sulcatum,10
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Gonocarpus.nodulosus,10
2014,October ,-32.39620504,118.389072,bb8,k,d,bb8kd,319,NA,Pentaschistis.airoides,5
2014,October ,-32.39620504,118.389072,bb8,k,w,bb8kw,248,NA,Trachymene.ornata,12
2014,October ,-32.39620504,118.389072,bb8,k,w,bb8kw,248,NA,Rhodanthe.laevis,50
2014,October ,-32.39620504,118.389072,bb8,k,w,bb8kw,248,NA,Podotheca.gnaphalioides,4
2014,October ,-32.39620504,118.389072,bb8,k,w,bb8kw,248,NA,Lawrencella.rosea,3
2014,October ,-32.39620504,118.389072,bb8,k,w,bb8kw,248,NA,Waitzia.acuminata,50
2014,October ,-32.39620504,118.389072,bb8,k,w,bb8kw,248,NA,Gonocarpus.nodulosus,100
2014,October ,-32.39620504,118.389072,bb8,k,w,bb8kw,248,NA,Hypochaeris.glabra,5
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Podotheca.gnaphalioides,27
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Waitzia.acuminata,45
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Hypochaeris.glabra,5
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Lobelia.sp,3
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Hydrocotyle.pilifera,2
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Gonocarpus.nodulosus,40
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Nicotiana.rotundifolia,4
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Phyllangium.sulcatum,4
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,lance waac,4
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Rhodanthe.citrina,13
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Rhodanthe.laevis,2
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Trachymene.ornata,2
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Rhodanthe.manglesii,13
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Arctotheca.calendula,1
2014,October ,-32.39620504,118.389072,bb8,o,d,bb8od,431,0.57498,Ursinia.anthemoides,1
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Podotheca.gnaphalioides,18
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Waitzia.acuminata,60
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Trachymene.ornata,6
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Brachyscome.iberidifolia,4
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Lawrencella.rosea,7
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Lobelia.sp,7
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Rhodanthe.manglesii,22
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Nicotiana.rotundifolia,7
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Rhodanthe.citrina,10
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Phyllangium.sulcatum,15
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Hypochaeris.glabra,16
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,lance waac,3
2014,October ,-32.39620504,118.389072,bb8,o,w,bb8ow,437,0.3478,Rhodanthe.laevis,5
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Hypochaeris.glabra,20
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Waitzia.acuminata,100
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Rhodanthe.manglesii,6
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Gonocarpus.nodulosus,35
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Rhodanthe.laevis,5
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Erodium.sp,7
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Trachymene.ornata,5
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Ceratogyne.obionoides,6
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Hydrocotyle.pilifera,3
2014,October ,-32.39603799,118.388888,bb9,c,d,bb9cd,474,0.3675,Brachyscome.iberidifolia,1
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Waitzia.acuminata,40
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Hypochaeris.glabra,10
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Rhodanthe.manglesii,17
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Rhodanthe.laevis,2
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Phyllangium.sulcatum,70
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Ursinia.anthemoides,1
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Goodenia.berardiana,125
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Ceratogyne.obionoides,3
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Trachymene.cyanopetala,3
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Erodium.sp,4
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Rhodanthe.citrina,7
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Hydrocotyle.pilifera,3
2014,October ,-32.39603799,118.388888,bb9,c,w,bb9cw,331,0.32346,Lobelia.sp,5
2014,October ,-32.39603799,118.388888,bb9,k,d,bb9kd,471,NA,Waitzia.acuminata,20
2014,October ,-32.39603799,118.388888,bb9,k,d,bb9kd,471,NA,Pentaschistis.airoides,1
2014,October ,-32.39603799,118.388888,bb9,k,d,bb9kd,471,NA,Podotheca.gnaphalioides,1
2014,October ,-32.39603799,118.388888,bb9,k,d,bb9kd,471,NA,Vulpia.bromoides,1
2014,October ,-32.39603799,118.388888,bb9,k,d,bb9kd,471,NA,Hypochaeris.glabra,8
2014,October ,-32.39603799,118.388888,bb9,k,d,bb9kd,471,NA,Gonocarpus.nodulosus,20
2014,October ,-32.39603799,118.388888,bb9,k,d,bb9kd,471,NA,Lawrencella.rosea,1
2014,October ,-32.39603799,118.388888,bb9,k,w,bb9kw,245,NA,Hypochaeris.glabra,30
2014,October ,-32.39603799,118.388888,bb9,k,w,bb9kw,245,NA,Rhodanthe.laevis,60
2014,October ,-32.39603799,118.388888,bb9,k,w,bb9kw,245,NA,Gonocarpus.nodulosus,200
2014,October ,-32.39603799,118.388888,bb9,k,w,bb9kw,245,NA,Lawrencella.rosea,40
2014,October ,-32.39603799,118.388888,bb9,k,w,bb9kw,245,NA,Waitzia.acuminata,40
2014,October ,-32.39603799,118.388888,bb9,k,w,bb9kw,245,NA,Ursinia.anthemoides,3
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Lawrencella.rosea,8
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Waitzia.acuminata,150
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Erodium.sp,1
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Rhodanthe.manglesii,14
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Rhodanthe.laevis,20
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Rhodanthe.citrina,4
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Hypochaeris.glabra,17
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Ceratogyne.obionoides,3
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Plantago.debilis,2
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Hydrocotyle.pilifera,1
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Gonocarpus.nodulosus,27
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Lobelia.sp,3
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Trachymene.cyanopetala,21
2014,October ,-32.39603799,118.388888,bb9,o,d,bb9od,297,0.46227,Phyllangium.sulcatum,30
