Plot.ID,Block,Plot.letter,Treatment,Focal.sp,Competition,Species.comp.combo,Species.comp.treatment,Species.treatment.block,Plot.Focalsp.comp.combo,Neighbour.density,Focal.height,Solo.height,Height,Nearest.neighbour.sp,Nearest.neighbour.height,Soilmoisture.11.or.12.Aug.1.hicomp,Soilmoisture.11.or.12.Aug.2.hicomp,Soilmoisture.11.or.12.Aug.3.hicomp,Mean.soilmoisture.11.or.12.Aug.hicomp,Mean.SM.earlyAug,Solo.soilmoisture.Aug11or12.1,Solo.soilmoisture.Aug11or12.2,Solo.soilmoisture.Aug11or12.3,Mean.solo.soilmoisture,Soilmoisture.22.or.23.Aug.1.hicomp,Soilmoisture.22.or.23.Aug.2.hicomp,Soilmoisture.22.or.23.Aug.3.hicomp,Mean.soilmoisture.22.or.23.Aug.hicomp,Solo.soilmoisture.22or23.Aug.1,Solo.soilmoisture.22or23Aug.2,Solo.soilmoisture.22or23Aug.3,Mean.solo.soilmoisture.22or23.Aug,Mean.SM.lateAug,Soilmoisture.3Sep.hicomp.1,Soilmoisture.3Sep.hicomp.2,Soilmoisture.3Sep.hicomp.3,Mean.soilmoisture.3Sep.hicomp,Solo.soilmoisture.3Sep.1,Solo.soilmoisture.3Sep.2,Solo.soilmoisture.3Sep.3,Mean.solo.soilmoisture.3Sep,Mean.SM.Sep,Delta.MeanSM.AugSep,Bare,Moss,Crust,CWD,Rock,Near.under.log,Jam.litter,Euc.litter,Notes,Colwell.P,Canopy.cover.final,Exclude.from.analysis,Num.fl.total,Num.fl.seeding.total,Seedcount.extrap.integer,Mean.solo.seedcount.extrap.integer.block,Delta.seedcount.meansolospeciesblock,Solo.seedcount.extrap.integer,Delta.seedcount.highcomp.solo.pair
10G,10,G,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.10,10G.V.rosea.Highcomp,NA,60,70,60,NA,NA,12.5,15.4,14.9,14.26666667,14.26666667,12,16.4,13.9,14.1,13.9,13.9,15.9,14.56666667,17.9,13.9,14.4,15.4,14.56666667,4.1,6.6,6.6,5.766666667,4.6,4.6,6.6,5.266666667,5.766666667,-8.5,45,0,1,8,0,0,0,2,,9.7,7.276,0,31,29,90,62,28,80,10
10G,10,G,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.10,10G.V.rosea.Solo,0,60,70,70,NA,NA,12.5,15.4,14.9,14.26666667,14.1,12,16.4,13.9,14.1,13.9,13.9,15.9,14.56666667,17.9,13.9,14.4,15.4,15.4,4.1,6.6,6.6,5.766666667,4.6,4.6,6.6,5.266666667,5.266666667,-8.833333333,90,0,0,10,0,0,0,0,,9.7,7.276,0,27,24,80,62,18,NA,NA
10H,10,H,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.10,10H.A.calendula.Highcomp,4,140,110,140,H.glutinosum,20,15.4,13,13.5,13.96666667,13.96666667,15.4,15.4,15.9,15.56666667,19.3,18.8,17.9,18.66666667,19.8,18.4,18.4,18.86666667,18.66666667,6.6,7.1,7.6,7.1,6.1,6.6,7.1,6.6,7.1,-6.866666667,55,40,2,1,0,0,0,1,,4.7,43.395,0,19,19,307,274,33,508,-201
10H,10,H,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.10,10H.A.calendula.Solo,0,140,110,110,NA,NA,15.4,13,13.5,13.96666667,15.56666667,15.4,15.4,15.9,15.56666667,19.3,18.8,17.9,18.66666667,19.8,18.4,18.4,18.86666667,18.86666667,6.6,7.1,7.6,7.1,6.1,6.6,7.1,6.6,6.6,-8.966666667,100,0,0,0,0,0,0,0,,4.7,43.395,0,13,10,508,274,234,NA,NA
10H,10,H,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.10,10H.H.glutinosum.Highcomp,3,80,40,80,H.glutinosum,50,15.4,13,13.5,13.96666667,13.96666667,16.9,17.9,17.4,17.4,19.3,18.8,17.9,18.66666667,19.8,20.3,20.8,20.3,18.66666667,6.6,7.1,7.6,7.1,8.5,8.5,8.1,8.366666667,7.1,-6.866666667,55,40,2,1,0,0,0,1,,4.7,43.395,0,1,1,3,1.666667,1.333333,5,-2
10H,10,H,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.10,10H.H.glutinosum.Solo,0,80,40,40,NA,NA,15.4,13,13.5,13.96666667,17.4,16.9,17.9,17.4,17.4,19.3,18.8,17.9,18.66666667,19.8,20.3,20.8,20.3,20.3,6.6,7.1,7.6,7.1,8.5,8.5,8.1,8.366666667,8.366666667,-9.033333333,75,0,25,0,0,0,0,0,,4.7,43.395,0,5,3,5,1.666667,3.333333,NA,NA
10H,10,H,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.10,10H.P.airoides.Highcomp,1,50,60,50,H.glutinosum,50,15.4,13,13.5,13.96666667,13.96666667,15.4,15.9,15.9,15.73333333,19.3,18.8,17.9,18.66666667,16.9,19.3,19.8,18.66666667,18.66666667,6.6,7.1,7.6,7.1,6.6,7.6,7.1,7.1,7.1,-6.866666667,55,40,2,1,0,0,0,1,,4.7,43.395,0,5,5,249,194,55,388,-139
10H,10,H,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.10,10H.P.airoides.Solo,0,50,60,60,NA,NA,15.4,13,13.5,13.96666667,15.73333333,15.4,15.9,15.9,15.73333333,19.3,18.8,17.9,18.66666667,16.9,19.3,19.8,18.66666667,18.66666667,6.6,7.1,7.6,7.1,6.6,7.6,7.1,7.1,7.1,-8.633333333,100,0,0,0,0,0,0,0,,4.7,43.395,0,7,7,388,194,194,NA,NA
10I,10,I,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.10,10I.H.glabra.Highcomp,2,40,45,40,Not.focal.species,NA,13.5,14.9,14.9,14.43333333,14.43333333,14.4,13.5,13.9,13.93333333,13,16.4,15.9,15.1,15.4,16.4,18.9,16.9,15.1,5.1,6.1,7.1,6.1,5.1,5.6,6.6,5.766666667,6.1,-8.333333333,65,2,0,8,0,0,0,1,,15.4,33.925,0,7,6,527,257.5,269.5,338,189
10I,10,I,Open,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Open,H.glabra.Open.10,10I.H.glabra.Solo,0,40,45,45,NA,NA,13.5,14.9,14.9,14.43333333,13.93333333,14.4,13.5,13.9,13.93333333,13,16.4,15.9,15.1,15.4,16.4,18.9,16.9,16.9,5.1,6.1,7.1,6.1,5.1,5.6,6.6,5.766666667,5.766666667,-8.166666667,40,0,0,60,0,0,0,0,,15.4,33.925,0,7,7,338,257.5,80.5,NA,NA
10I,10,I,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.10,10I.M.minima.Highcomp,2,120,40,120,T.cyanopetala,40,13.5,14.9,14.9,14.43333333,14.43333333,13.9,13.9,13.9,13.9,13,16.4,15.9,15.1,15.4,15.9,15.9,15.73333333,15.1,5.1,6.1,7.1,6.1,4.1,6.1,6.1,5.433333333,6.1,-8.333333333,65,2,0,8,0,0,0,1,,15.4,33.925,0,11,11,11,7.666667,3.333333,5,6
10I,10,I,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.10,10I.M.minima.Solo,0,120,40,40,NA,NA,13.5,14.9,14.9,14.43333333,13.9,13.9,13.9,13.9,13.9,13,16.4,15.9,15.1,15.4,15.9,15.9,15.73333333,15.73333333,5.1,6.1,7.1,6.1,4.1,6.1,6.1,5.433333333,5.433333333,-8.466666667,100,0,0,0,0,0,0,0,,15.4,33.925,0,5,5,5,7.666667,-2.666667,NA,NA
10I,10,I,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.10,10I.P.airoides.Highcomp,3,45,70,45,NA,NA,13.5,14.9,14.9,14.43333333,14.43333333,12,12,11,11.66666667,13,16.4,15.9,15.1,12.5,13,13,12.83333333,15.1,5.1,6.1,7.1,6.1,4.1,5.1,4.6,4.6,6.1,-8.333333333,65,2,0,8,0,0,0,1,,15.4,33.925,0,3,3,189,368.5,-179.5,533,-344
10I,10,I,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.10,10I.P.airoides.Solo,0,45,70,70,NA,NA,13.5,14.9,14.9,14.43333333,11.66666667,12,12,11,11.66666667,13,16.4,15.9,15.1,12.5,13,13,12.83333333,12.83333333,5.1,6.1,7.1,6.1,4.1,5.1,4.6,4.6,4.6,-7.066666667,40,30,30,0,0,0,0,0,,15.4,33.925,0,10,10,533,368.5,164.5,NA,NA
10J,10,J,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.10,10J.H.glutinosum.Highcomp,8,90,20,90,H.glutinosum,20,16.9,17.9,17.9,17.56666667,17.56666667,13.9,13.9,15.4,14.4,13,16.4,15.9,15.1,18.4,17.9,17.4,17.9,15.1,10,10.5,11.5,10.66666667,8.5,6.6,7.1,7.4,10.66666667,-6.9,5,50,1,3,0,0,1,5,,9.7,11.682,0,3,3,9,0,9,0,9
10J,10,J,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.10,10J.H.glutinosum.Solo,0,90,20,20,NA,NA,16.9,17.9,17.9,17.56666667,14.4,13.9,13.9,15.4,14.4,13,16.4,15.9,15.1,18.4,17.9,17.4,17.9,17.9,10,10.5,11.5,10.66666667,8.5,6.6,7.1,7.4,7.4,-7,60,30,10,0,0,0,0,0,,9.7,11.682,0,1,0,0,0,0,NA,NA
10K,10,K,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.10,10K.A.calendula.Highcomp,2,140,80,140,M.minima,70,14.4,18.4,16.9,16.56666667,16.56666667,15.4,15.4,15.9,15.56666667,16.4,16.9,16.9,16.73333333,18.9,16.4,19.4,18.23333333,16.73333333,3.6,5.1,7.1,5.266666667,4.1,5.1,7.6,5.6,5.266666667,-11.3,2,25,0,15,0,0,0,20,,4.6,31.262,0,34,30,578,560.5,17.5,716,-138
10K,10,K,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.10,10K.A.calendula.Solo,0,140,80,80,NA,NA,14.4,18.4,16.9,16.56666667,15.56666667,15.4,15.4,15.9,15.56666667,16.4,16.9,16.9,16.73333333,18.9,16.4,19.4,18.23333333,18.23333333,3.6,5.1,7.1,5.266666667,4.1,5.1,7.6,5.6,5.6,-9.966666667,90,0,10,0,0,0,0,0,,4.6,31.262,0,21,21,716,560.5,155.5,NA,NA
10K,10,K,Open,M.minima,Highcomp,M.minima.Highcomp,M.minima.Highcomp.Open,M.minima.Open.10,10K.M.minima.Highcomp,3,85,50,85,M.minima,85,14.4,18.4,16.9,16.56666667,16.56666667,12.5,13.5,13.9,13.3,16.4,16.9,16.9,16.73333333,15.9,13.5,16.4,15.26666667,16.73333333,3.6,5.1,7.1,5.266666667,3.6,3.1,2.7,3.133333333,5.266666667,-11.3,2,25,0,15,0,0,0,20,,4.6,31.262,0,6,6,6,7.666667,-1.666667,9,-3
10K,10,K,Open,M.minima,Solo,M.minima.Solo,M.minima.Solo.Open,M.minima.Open.10,10K.M.minima.Solo,0,85,50,50,NA,NA,14.4,18.4,16.9,16.56666667,13.3,12.5,13.5,13.9,13.3,16.4,16.9,16.9,16.73333333,15.9,13.5,16.4,15.26666667,15.26666667,3.6,5.1,7.1,5.266666667,3.6,3.1,2.7,3.133333333,3.133333333,-10.16666667,80,0,0,20,0,0,0,0,,4.6,31.262,0,9,9,9,7.666667,1.333333,NA,NA
10L,10,L,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.10,10L.P.canescens.Highcomp,0,250,300,250,V.rosea,85,16.9,15.9,17.9,16.9,16.9,16.4,16.9,17.9,17.06666667,17.9,18.4,18.4,18.23333333,18.4,19.3,19.3,19,18.23333333,8.5,8.5,9,8.666666667,6.1,7.6,8.5,7.4,8.666666667,-8.233333333,15,30,5,2,0,0,3,1,,13.6,5.987,0,50,45,4122,2412,1710,2305,1817
10L,10,L,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.10,10L.P.canescens.Solo,0,250,300,300,NA,NA,16.9,15.9,17.9,16.9,17.06666667,16.4,16.9,17.9,17.06666667,17.9,18.4,18.4,18.23333333,18.4,19.3,19.3,19,19,8.5,8.5,9,8.666666667,6.1,7.6,8.5,7.4,7.4,-9.666666667,65,0,10,25,0,0,0,0,,13.6,5.987,0,29,25,2305,2412,-107,NA,NA
12A,12,A,Shade,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Shade,H.glutinosum.Shade.12,12A.H.glutinosum.Highcomp,7,100,120,100,H.glutinosum,50,16.9,16.4,14.4,15.9,15.9,15.9,16.4,16.9,16.4,15.4,18.4,16.9,16.9,17.4,17.4,16.9,17.23333333,16.9,8.5,8.5,5.6,7.533333333,8.5,8.5,9,8.666666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,1,1,0,7,-7,NA,NA
12A,12,A,Shade,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Shade,H.glutinosum.Shade.12,12A.H.glutinosum.Solo,0,100,120,120,NA,NA,16.9,16.4,14.4,15.9,16.4,15.9,16.4,16.9,16.4,15.4,18.4,16.9,16.9,17.4,17.4,16.9,17.23333333,17.23333333,8.5,8.5,5.6,7.533333333,8.5,8.5,9,8.666666667,8.666666667,-7.733333333,50,25,25,0,0,1,0,0,,9.1,47.034,0,3,3,NA,7,NA,NA,NA
12A,12,A,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.12,12A.P.airoides.Highcomp,7,100,60,100,H.glutinosum,70,16.9,16.4,14.4,15.9,15.9,15.9,16.4,17.4,16.56666667,15.4,18.4,16.9,16.9,15.4,21.3,17.9,18.2,16.9,8.5,8.5,5.6,7.533333333,8.1,9,11,9.366666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,6,6,410,290.75,119.25,338,72
12A,12,A,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.12,12A.P.airoides.Solo,0,100,60,60,NA,NA,16.9,16.4,14.4,15.9,16.56666667,15.9,16.4,17.4,16.56666667,15.4,18.4,16.9,16.9,15.4,21.3,17.9,18.2,18.2,8.5,8.5,5.6,7.533333333,8.1,9,11,9.366666667,9.366666667,-7.2,20,70,10,0,0,1,0,0,,9.1,47.034,0,4,4,338,290.75,47.25,NA,NA
12A,12,A,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.12,12A.P.canescens.Highcomp,5,290,270,290,H.glutinosum,80,16.9,16.4,14.4,15.9,15.9,17.9,17.9,16.9,17.56666667,15.4,18.4,16.9,16.9,17.1,18.4,19.8,18.43333333,16.9,8.5,8.5,5.6,7.533333333,8.5,8.5,9,8.666666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,10,9,414,955.6667,-541.6667,655,-241
12A,12,A,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.12,12A.P.canescens.Solo,0,290,270,270,NA,NA,16.9,16.4,14.4,15.9,17.56666667,17.9,17.9,16.9,17.56666667,15.4,18.4,16.9,16.9,17.1,18.4,19.8,18.43333333,18.43333333,8.5,8.5,5.6,7.533333333,8.5,8.5,9,8.666666667,8.666666667,-8.9,40,50,10,0,0,1,0,0,,9.1,47.034,0,16,15,655,955.6667,-300.6667,NA,NA
12A,12,A,Shade,T.cyanopetala,Highcomp,T.cyanopetala.Highcomp,T.cyanopetala.Highcomp.Shade,T.cyanopetala.Shade.12,12A.T.cyanopetala.Highcomp,2,40,40,40,Not.focal.species,NA,16.9,16.4,14.4,15.9,15.9,14.4,14.4,13,13.93333333,15.4,18.4,16.9,16.9,13.9,14.9,16.4,15.06666667,16.9,8.5,8.5,5.6,7.533333333,7.6,6.6,6.1,6.766666667,7.533333333,-8.366666667,25,50,0,20,1,1,0,0,,9.1,47.034,0,2,2,6,22,-16,20,-14
12A,12,A,Shade,T.cyanopetala,Solo,T.cyanopetala.Solo,T.cyanopetala.Solo.Shade,T.cyanopetala.Shade.12,12A.T.cyanopetala.Solo,0,40,40,40,NA,NA,16.9,16.4,14.4,15.9,13.93333333,14.4,14.4,13,13.93333333,15.4,18.4,16.9,16.9,13.9,14.9,16.4,15.06666667,15.06666667,8.5,8.5,5.6,7.533333333,7.6,6.6,6.1,6.766666667,6.766666667,-7.166666667,90,0,10,0,0,1,0,0,,9.1,47.034,0,5,5,20,22,-2,NA,NA
12B,12,B,Open,H.glabra,Highcomp,H.glabra.Highcomp,H.glabra.Highcomp.Open,H.glabra.Open.12,12B.H.glabra.Highcomp,NA,50,50,50,T.cyanopetala,40,13,13.9,14.4,13.76666667,13.76666667,17.4,20.3,15.9,17.86666667,14.4,14.4,15.4,14.73333333,17.9,18.4,14.9,17.06666667,14.73333333,5.6,4.6,5.1,5.1,5.1,6.1,7.6,6.266666667,5.1,-8.666666667,70,0,0,5,1,0,0,0,,13.3,4.793,0,3,3,158,308.3333,-150.3333,338,-180
12B,12,B,Open,H.glabra,Solo,H.glabra.Solo,H.glabra.Solo.Open,H.glabra.Open.12,12B.H.glabra.Solo,0,50,50,50,NA,NA,13,13.9,14.4,13.76666667,17.86666667,17.4,20.3,15.9,17.86666667,14.4,14.4,15.4,14.73333333,17.9,18.4,14.9,17.06666667,17.06666667,5.6,4.6,5.1,5.1,5.1,6.1,7.6,6.266666667,6.266666667,-11.6,100,0,0,0,0,0,0,0,,13.3,4.793,0,10,8,338,308.3333,29.6667,NA,NA
12B,12,B,Open,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Open,P.canescens.Open.12,12B.P.canescens.Highcomp,NA,180,250,180,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,14.4,13,15.4,14.26666667,14.4,14.4,15.4,14.73333333,11,13,13.9,12.63333333,14.73333333,5.6,4.6,5.1,5.1,5.6,5.1,8.1,6.266666667,5.1,-8.666666667,70,0,0,5,1,0,0,0,,13.3,4.793,0,18,15,NA,422.6667,NA,424,NA
12B,12,B,Open,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Open,P.canescens.Open.12,12B.P.canescens.Solo,0,180,250,250,NA,NA,13,13.9,14.4,13.76666667,14.26666667,14.4,13,15.4,14.26666667,14.4,14.4,15.4,14.73333333,11,13,13.9,12.63333333,12.63333333,5.6,4.6,5.1,5.1,5.6,5.1,8.1,6.266666667,6.266666667,-8,80,10,10,0,0,0,0,0,,13.3,4.793,0,26,24,424,422.6667,1.3333,NA,NA
12B,12,B,Open,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Open,V.rosea.Open.12,12B.V.rosea.Highcomp,NA,120,50,120,V.rosea,80,13,13.9,14.4,13.76666667,13.76666667,10,11.5,14.4,11.96666667,14.4,14.4,15.4,14.73333333,21.8,13.9,16.9,17.53333333,14.73333333,5.6,4.6,5.1,5.1,6.6,7.1,8.1,7.266666667,5.1,-8.666666667,70,0,0,5,1,0,0,0,,13.3,4.793,0,73,73,277,184.8,92.2,366,-89
12B,12,B,Open,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Open,V.rosea.Open.12,12B.V.rosea.Solo,0,120,50,50,NA,NA,13,13.9,14.4,13.76666667,11.96666667,10,11.5,14.4,11.96666667,14.4,14.4,15.4,14.73333333,21.8,13.9,16.9,17.53333333,17.53333333,5.6,4.6,5.1,5.1,6.6,7.1,8.1,7.266666667,7.266666667,-4.7,80,0,0,20,0,0,0,0,,13.3,4.793,0,89,82,366,184.8,181.2,NA,NA
12C,12,C,Shade,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Shade,A.calendula.Shade.12,12C.A.calendula.Highcomp,2,110,120,110,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,17.9,15.9,16.4,16.73333333,17.9,17.4,18.4,17.9,15.4,16.4,18.4,16.73333333,17.9,6.1,7.6,8.5,7.4,5.6,6.6,8.5,6.9,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,20,20,647,545.5,101.5,924,-277
12C,12,C,Shade,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Shade,A.calendula.Shade.12,12C.A.calendula.Solo,0,110,120,120,NA,NA,13,13.9,14.4,13.76666667,16.73333333,17.9,15.9,16.4,16.73333333,17.9,17.4,18.4,17.9,15.4,16.4,18.4,16.73333333,16.73333333,6.1,7.6,8.5,7.4,5.6,6.6,8.5,6.9,6.9,-9.833333333,30,20,50,0,0,0,0,0,,6.4,42.4,0,29,28,924,545.5,378.5,NA,NA
12C,12,C,Shade,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Shade,P.airoides.Shade.12,12C.P.airoides.Highcomp,5,40,60,40,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,18.4,18.4,16.9,17.9,17.9,17.4,18.4,17.9,16.9,16.4,17.4,16.9,17.9,6.1,7.6,8.5,7.4,5.6,7.6,NA,6.6,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,0,0,0,290.75,-290.75,177,-177
12C,12,C,Shade,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Shade,P.airoides.Shade.12,12C.P.airoides.Solo,0,40,60,60,NA,NA,13,13.9,14.4,13.76666667,17.9,18.4,18.4,16.9,17.9,17.9,17.4,18.4,17.9,16.9,16.4,17.4,16.9,16.9,6.1,7.6,8.5,7.4,5.6,7.6,NA,6.6,6.6,-11.3,20,0,70,10,0,0,0,0,,6.4,42.4,0,4,4,177,290.75,-113.75,NA,NA
12C,12,C,Shade,P.canescens,Highcomp,P.canescens.Highcomp,P.canescens.Highcomp.Shade,P.canescens.Shade.12,12C.P.canescens.Highcomp,1,300,290,300,P.airoides,80,13,13.9,14.4,13.76666667,13.76666667,17.4,17.9,17.9,17.73333333,17.9,17.4,18.4,17.9,19.3,19.8,17.4,18.83333333,17.9,6.1,7.6,8.5,7.4,7.1,7.1,5.1,6.433333333,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,27,22,319,955.6667,-636.6667,782,-463
12C,12,C,Shade,P.canescens,Solo,P.canescens.Solo,P.canescens.Solo.Shade,P.canescens.Shade.12,12C.P.canescens.Solo,0,300,290,290,NA,NA,13,13.9,14.4,13.76666667,17.73333333,17.4,17.9,17.9,17.73333333,17.9,17.4,18.4,17.9,19.3,19.8,17.4,18.83333333,18.83333333,6.1,7.6,8.5,7.4,7.1,7.1,5.1,6.433333333,6.433333333,-11.3,10,0,80,0,10,0,10,0,,6.4,42.4,0,23,23,782,955.6667,-173.6667,NA,NA
12C,12,C,Shade,V.rosea,Highcomp,V.rosea.Highcomp,V.rosea.Highcomp.Shade,V.rosea.Shade.12,12C.V.rosea.Highcomp,1,65,85,65,Not.focal.species,NA,13,13.9,14.4,13.76666667,13.76666667,12.5,13,13.5,13,17.9,17.4,18.4,17.9,13.5,18.4,15.4,15.76666667,17.9,6.1,7.6,8.5,7.4,7.1,7.6,6.6,7.1,7.4,-6.366666667,55,10,5,2,0,0,0,0,,6.4,42.4,0,13,10,37,133,-96,257,-220
12C,12,C,Shade,V.rosea,Solo,V.rosea.Solo,V.rosea.Solo.Shade,V.rosea.Shade.12,12C.V.rosea.Solo,0,65,85,85,NA,NA,13,13.9,14.4,13.76666667,13,12.5,13,13.5,13,17.9,17.4,18.4,17.9,13.5,18.4,15.4,15.76666667,15.76666667,6.1,7.6,8.5,7.4,7.1,7.6,6.6,7.1,7.1,-5.9,50,0,50,0,0,0,0,0,,6.4,42.4,0,92,72,257,133,124,NA,NA
12D,12,D,Open,A.calendula,Highcomp,A.calendula.Highcomp,A.calendula.Highcomp.Open,A.calendula.Open.12,12D.A.calendula.Highcomp,2,NA,NA,NA,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,16.9,16.4,18.4,17.23333333,17.4,17.4,18.4,17.73333333,19.3,17.4,18.9,18.53333333,17.73333333,6.1,9,8.5,7.866666667,6.6,6.1,6.6,6.433333333,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,15,10,412,485.5,-73.5,0,412
12D,12,D,Open,A.calendula,Solo,A.calendula.Solo,A.calendula.Solo.Open,A.calendula.Open.12,12D.A.calendula.Solo,0,NA,NA,NA,NA,NA,17.4,15.9,14.9,16.06666667,17.23333333,16.9,16.4,18.4,17.23333333,17.4,17.4,18.4,17.73333333,19.3,17.4,18.9,18.53333333,18.53333333,6.1,9,8.5,7.866666667,6.6,6.1,6.6,6.433333333,6.433333333,-10.8,70,0,30,0,0,0,0,0,,11.2,2.432,0,0,0,0,485.5,-485.5,NA,NA
12D,12,D,Open,H.glutinosum,Highcomp,H.glutinosum.Highcomp,H.glutinosum.Highcomp.Open,H.glutinosum.Open.12,12D.H.glutinosum.Highcomp,7,40,10,40,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,13.9,16.9,16.9,15.9,17.4,17.4,18.4,17.73333333,15.4,16.9,18.4,16.9,17.73333333,6.1,9,8.5,7.866666667,6.1,5.1,7.6,6.266666667,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,1,1,2,2.75,-0.75,0,2
12D,12,D,Open,H.glutinosum,Solo,H.glutinosum.Solo,H.glutinosum.Solo.Open,H.glutinosum.Open.12,12D.H.glutinosum.Solo,0,40,10,10,NA,NA,17.4,15.9,14.9,16.06666667,15.9,13.9,16.9,16.9,15.9,17.4,17.4,18.4,17.73333333,15.4,16.9,18.4,16.9,16.9,6.1,9,8.5,7.866666667,6.1,5.1,7.6,6.266666667,6.266666667,-9.633333333,20,0,80,0,0,0,0,0,,11.2,2.432,0,0,0,0,2.75,-2.75,NA,NA
12D,12,D,Open,P.airoides,Highcomp,P.airoides.Highcomp,P.airoides.Highcomp.Open,P.airoides.Open.12,12D.P.airoides.Highcomp,2,20,60,20,Not.focal.species,NA,17.4,15.9,14.9,16.06666667,16.06666667,17.4,17.9,17.9,17.73333333,17.4,17.4,18.4,17.73333333,16.9,17.4,17.9,17.4,17.73333333,6.1,9,8.5,7.866666667,7.6,6.6,6.1,6.766666667,7.866666667,-8.2,8,80,3,0,1,0,0,0,,11.2,2.432,0,0,0,0,313.5,-313.5,441,-441
12D,12,D,Open,P.airoides,Solo,P.airoides.Solo,P.airoides.Solo.Open,P.airoides.Open.12,12D.P.airoides.Solo,0,20,60,60,NA,NA,17.4,15.9,14.9,16.06666667,17.73333333,17.4,17.9,17.9,17.73333333,17.4,17.4,18.4,17.73333333,16.9,17.4,17.9,17.4,17.4,6.1,9,8.5,7.866666667,7.6,6.6,6.1,6.766666667,6.766666667,-10.96666667,70,0,30,0,0,0,0,0,,11.2,2.432,0,5,5,441,313.5,127.5,NA,NA
