Site,Plot.ID,Species.combo,Plot.Species,Replicate,Treatment,Species,Date,days.after.7aug,Waitzia.Density,Count,Photo,Notes,Budding,Budding.flowering,Flowering,Flowering.seeding,Seeding,Shortest,Tallest,Random1,Random2,Random3,Random4,Random5,Random6,Random7,Random8
3,WA7,WA,W,7,Mixture,W.acuminata,30/09/2013,53,Low,8,8598,,7,0,0,0,0,22,190,170,73,101,121,100,146,NA,NA
3,WA8,WA,W,8,Mixture,W.acuminata,30/09/2013,53,High,13,8599,,12,0,0,0,0,55,174,113,91,142,122,92,140,86,90
3,WA9,WA,W,9,Mixture,W.acuminata,30/09/2013,53,High,12,8612,,12,0,0,0,0,50,180,165,155,145,110,120,120,160,155
3,W7,W,W,7,Monoculture,W.acuminata,8/10/2013,NA,Extra high,15,,,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A11,A,A,11,Monoculture,A.cupaniana,18/10/2013,71,NA,175,8574,,0,0,0,175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A12,A,A,12,Monoculture,A.cupaniana,18/10/2013,71,NA,125,8582,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A13,A,A,13,Monoculture,A.cupaniana,18/10/2013,71,NA,125,8603,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A14,A,A,14,Monoculture,A.cupaniana,18/10/2013,71,NA,175,8605,,0,0,0,175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A15,A,A,15,Monoculture,A.cupaniana,18/10/2013,71,NA,100,8606,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A16,A,A,16,Monoculture,A.cupaniana,18/10/2013,71,NA,150,8607,,0,0,0,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A17,A,A,17,Monoculture,A.cupaniana,18/10/2013,71,NA,125,8608,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A18,A,A,18,Monoculture,A.cupaniana,18/10/2013,71,NA,100,8610,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A7,A,A,7,Monoculture,A.cupaniana,18/10/2013,71,NA,80,8609,,0,0,0,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A8,A,A,8,Monoculture,A.cupaniana,18/10/2013,71,NA,150,8578,,0,0,0,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,A,1,Mixture,A.cupaniana,18/10/2013,71,Low,125,8577,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,A,10,Mixture,A.cupaniana,18/10/2013,71,High,25,8613,,0,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,A,2,Mixture,A.cupaniana,18/10/2013,71,Low,125,8583,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,A,3,Mixture,A.cupaniana,18/10/2013,71,Low,125,8584,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,A,4,Mixture,A.cupaniana,18/10/2013,71,Low,75,8595,,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,A,5,Mixture,A.cupaniana,18/10/2013,71,High,75,8596,,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,A,6,Mixture,A.cupaniana,18/10/2013,71,High,75,8597,,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,A,7,Mixture,A.cupaniana,18/10/2013,71,Low,150,8598,,0,0,0,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,A,8,Mixture,A.cupaniana,18/10/2013,71,High,50,8599,,0,0,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,A,9,Mixture,A.cupaniana,18/10/2013,71,High,100,8612,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W11,W,W,11,Monoculture,W.acuminata,18/10/2013,71,High,12,8575,,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W12,W,W,12,Monoculture,W.acuminata,18/10/2013,71,Low,8,8581,,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W13,W,W,13,Monoculture,W.acuminata,18/10/2013,71,Low,8,8592,,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W14,W,W,14,Monoculture,W.acuminata,18/10/2013,71,Low,5,8593,,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W15,W,W,15,Monoculture,W.acuminata,18/10/2013,71,High,14,8594,,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W16,W,W,16,Monoculture,W.acuminata,18/10/2013,71,High,13,8600,,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,18/10/2013,71,Extra high,32,8601,,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,18/10/2013,71,Extra high,32,8601,,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,18/10/2013,71,Extra high,27,8602,,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,18/10/2013,71,Extra high,27,8602,,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W19,W,W,19,Monoculture,W.acuminata,18/10/2013,71,Low,5,8611,,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W21,W,W,21,Monoculture,W.acuminata,18/10/2013,71,High,15,8614,,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,18/10/2013,71,Extra high,21,,,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W8,W,W,8,Monoculture,W.acuminata,18/10/2013,71,Extra high,32,8585,,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,W,1,Mixture,W.acuminata,18/10/2013,71,Low,9,8577,,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,W,10,Mixture,W.acuminata,18/10/2013,71,High,12,8613,,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,W,2,Mixture,W.acuminata,18/10/2013,71,Low,12,8583,,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,W,3,Mixture,W.acuminata,18/10/2013,71,Low,5,8584,,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,W,4,Mixture,W.acuminata,18/10/2013,71,Low,15,8595,,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,W,5,Mixture,W.acuminata,18/10/2013,71,High,15,8596,,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,W,6,Mixture,W.acuminata,18/10/2013,71,High,19,8597,,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,W,7,Mixture,W.acuminata,18/10/2013,71,Low,9,8598,,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,W,8,Mixture,W.acuminata,18/10/2013,71,High,12,8599,,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,W,9,Mixture,W.acuminata,18/10/2013,71,High,16,8612,,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,25/10/2013,71,Extra high,21,,,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,31/10/2013,NA,Extra high,21,,,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A11,A,A,11,Monoculture,A.cupaniana,3/11/2013,75,NA,175,8574,,0,0,0,175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A12,A,A,12,Monoculture,A.cupaniana,3/11/2013,75,NA,75,8582,,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A13,A,A,13,Monoculture,A.cupaniana,3/11/2013,75,NA,150,8603,,0,0,0,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A14,A,A,14,Monoculture,A.cupaniana,3/11/2013,75,NA,125,8605,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A15,A,A,15,Monoculture,A.cupaniana,3/11/2013,75,NA,100,8606,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A16,A,A,16,Monoculture,A.cupaniana,3/11/2013,75,NA,100,8607,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A17,A,A,17,Monoculture,A.cupaniana,3/11/2013,75,NA,125,8608,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A18,A,A,18,Monoculture,A.cupaniana,3/11/2013,75,NA,100,8610,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A7,A,A,7,Monoculture,A.cupaniana,3/11/2013,75,NA,80,8609,,0,0,0,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A8,A,A,8,Monoculture,A.cupaniana,3/11/2013,75,NA,150,8578,,0,0,0,150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,A,1,Mixture,A.cupaniana,3/11/2013,75,Low,125,8577,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,A,10,Mixture,A.cupaniana,3/11/2013,75,High,25,8613,,0,0,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,A,2,Mixture,A.cupaniana,3/11/2013,75,Low,125,8583,,0,0,0,125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,A,3,Mixture,A.cupaniana,3/11/2013,75,Low,100,8584,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,A,4,Mixture,A.cupaniana,3/11/2013,75,Low,75,8595,,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,A,5,Mixture,A.cupaniana,3/11/2013,75,High,75,8596,,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,A,6,Mixture,A.cupaniana,3/11/2013,75,High,75,8597,,0,0,0,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,A,7,Mixture,A.cupaniana,3/11/2013,75,Low,150,8598,,0,0,0,0,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,A,8,Mixture,A.cupaniana,3/11/2013,75,High,50,8599,,0,0,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,A,9,Mixture,A.cupaniana,3/11/2013,75,High,100,8612,,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W11,W,W,11,Monoculture,W.acuminata,3/11/2013,75,High,12,8575,,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W12,W,W,12,Monoculture,W.acuminata,3/11/2013,75,Low,8,8581,,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W13,W,W,13,Monoculture,W.acuminata,3/11/2013,75,Low,8,8592,,8,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W14,W,W,14,Monoculture,W.acuminata,3/11/2013,75,Low,5,8593,,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W15,W,W,15,Monoculture,W.acuminata,3/11/2013,75,High,14,8594,,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W16,W,W,16,Monoculture,W.acuminata,3/11/2013,75,High,13,8600,,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,3/11/2013,75,Extra high,32,8601,,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,3/11/2013,75,Extra high,32,8601,,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,3/11/2013,75,Extra high,27,8602,,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,3/11/2013,75,Extra high,27,8602,,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W19,W,W,19,Monoculture,W.acuminata,3/11/2013,75,Low,5,8611,,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W21,W,W,21,Monoculture,W.acuminata,3/11/2013,75,High,15,8614,,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,3/11/2013,75,Extra high,21,,,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W8,W,W,8,Monoculture,W.acuminata,3/11/2013,75,Extra high,32,8585,,32,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,W,1,Mixture,W.acuminata,3/11/2013,75,Low,9,8577,,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,W,10,Mixture,W.acuminata,3/11/2013,75,High,15,8613,,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,W,2,Mixture,W.acuminata,3/11/2013,75,Low,10,8583,,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,W,3,Mixture,W.acuminata,3/11/2013,75,Low,5,8584,,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,W,4,Mixture,W.acuminata,3/11/2013,75,Low,19,8595,,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,W,5,Mixture,W.acuminata,3/11/2013,75,High,16,8596,,15,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,W,6,Mixture,W.acuminata,3/11/2013,75,High,16,8597,,15,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,W,7,Mixture,W.acuminata,3/11/2013,75,Low,9,8598,,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,W,8,Mixture,W.acuminata,3/11/2013,75,High,11,8599,,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,W,9,Mixture,W.acuminata,3/11/2013,75,High,11,8612,,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,7/11/2013,NA,Extra high,21,,,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,11/11/2013,NA,Extra high,21,,,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A11,A,A,11,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8574,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A12,A,A,12,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8582,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A13,A,A,13,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8603,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A14,A,A,14,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8605,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A15,A,A,15,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8606,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A16,A,A,16,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8607,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A17,A,A,17,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8608,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A18,A,A,18,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8610,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A7,A,A,7,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8609,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A8,A,A,8,Monoculture,A.cupaniana,29/11/2013,97,NA,NA,8578,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,A,1,Mixture,A.cupaniana,29/11/2013,97,Low,NA,8577,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,A,10,Mixture,A.cupaniana,29/11/2013,97,High,NA,8613,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,A,2,Mixture,A.cupaniana,29/11/2013,97,Low,NA,8583,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,A,3,Mixture,A.cupaniana,29/11/2013,97,Low,NA,8584,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,A,4,Mixture,A.cupaniana,29/11/2013,97,Low,NA,8595,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,A,5,Mixture,A.cupaniana,29/11/2013,97,High,NA,8596,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,A,6,Mixture,A.cupaniana,29/11/2013,97,High,NA,8597,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,A,7,Mixture,A.cupaniana,29/11/2013,97,Low,NA,8598,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,A,8,Mixture,A.cupaniana,29/11/2013,97,High,NA,8599,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,A,9,Mixture,A.cupaniana,29/11/2013,97,High,NA,8612,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W11,W,W,11,Monoculture,W.acuminata,29/11/2013,97,High,13,8575,,0,0,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W12,W,W,12,Monoculture,W.acuminata,29/11/2013,97,Low,9,8581,,0,0,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W13,W,W,13,Monoculture,W.acuminata,29/11/2013,97,Low,7,8592,,0,0,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W14,W,W,14,Monoculture,W.acuminata,29/11/2013,97,Low,5,8593,,0,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W15,W,W,15,Monoculture,W.acuminata,29/11/2013,97,High,10,8594,,0,0,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W16,W,W,16,Monoculture,W.acuminata,29/11/2013,97,High,13,8600,,0,0,11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,29/11/2013,97,Extra high,24,8601,,0,0,22,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W17,W,W,17,Monoculture,W.acuminata,29/11/2013,97,Extra high,24,8601,,0,0,22,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,29/11/2013,97,Extra high,14,8602,,0,0,12,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W18,W,W,18,Monoculture,W.acuminata,29/11/2013,97,Extra high,14,8602,,0,0,12,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W19,W,W,19,Monoculture,W.acuminata,29/11/2013,97,Low,5,8611,,0,0,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W21,W,W,21,Monoculture,W.acuminata,29/11/2013,97,High,16,8614,,0,0,16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,29/11/2013,97,Extra high,15,,,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W8,W,W,8,Monoculture,W.acuminata,29/11/2013,97,Extra high,24,8585,,0,0,21,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,W,1,Mixture,W.acuminata,29/11/2013,97,Low,8,8577,,0,0,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,W,10,Mixture,W.acuminata,29/11/2013,97,High,15,8613,,0,0,11,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,W,2,Mixture,W.acuminata,29/11/2013,97,Low,11,8583,,0,0,8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,W,3,Mixture,W.acuminata,29/11/2013,97,Low,4,8584,,0,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,W,4,Mixture,W.acuminata,29/11/2013,97,Low,12,8595,,0,0,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,W,5,Mixture,W.acuminata,29/11/2013,97,High,15,8596,,0,0,11,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,W,6,Mixture,W.acuminata,29/11/2013,97,High,22,8597,,0,0,19,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,W,7,Mixture,W.acuminata,29/11/2013,97,Low,9,8598,,0,0,8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,W,8,Mixture,W.acuminata,29/11/2013,97,High,14,8599,,0,0,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,W,9,Mixture,W.acuminata,29/11/2013,97,High,15,8612,,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W7,W,W,7,Monoculture,W.acuminata,6/12/2013,NA,Extra high,15,,,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A11,A,A,11,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8574,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A12,A,A,12,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8582,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A13,A,A,13,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8603,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A14,A,A,14,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8605,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A15,A,A,15,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8606,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A16,A,A,16,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8607,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A17,A,A,17,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8608,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A18,A,A,18,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8610,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A7,A,A,7,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8609,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,A8,A,A,8,Monoculture,A.cupaniana,17/12/2013,115,NA,NA,8578,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA1,WA,A,1,Mixture,A.cupaniana,17/12/2013,115,Low,NA,8577,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA10,WA,A,10,Mixture,A.cupaniana,17/12/2013,115,High,NA,8613,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA2,WA,A,2,Mixture,A.cupaniana,17/12/2013,115,Low,NA,8583,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA3,WA,A,3,Mixture,A.cupaniana,17/12/2013,115,Low,NA,8584,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA4,WA,A,4,Mixture,A.cupaniana,17/12/2013,115,Low,NA,8595,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA5,WA,A,5,Mixture,A.cupaniana,17/12/2013,115,High,NA,8596,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA6,WA,A,6,Mixture,A.cupaniana,17/12/2013,115,High,NA,8597,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA7,WA,A,7,Mixture,A.cupaniana,17/12/2013,115,Low,NA,8598,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA8,WA,A,8,Mixture,A.cupaniana,17/12/2013,115,High,NA,8599,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,WA9,WA,A,9,Mixture,A.cupaniana,17/12/2013,115,High,NA,8612,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W11,W,W,11,Monoculture,W.acuminata,17/12/2013,115,High,11,8575,,0,0,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W12,W,W,12,Monoculture,W.acuminata,17/12/2013,115,Low,6,8581,,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,W13,W,W,13,Monoculture,W.acuminata,17/12/2013,115,Low,3,8592,,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
