"","soil_moisture_id","plot_id","soil_moisture_earlyAug_hc","soil_moisture_lateAug_hc","soil_moisture_earlySep_hc","soil_moisture_earlyAug_solo","soil_moisture_lateAug_solo","soil_moisture_earlySep_solo","date_collected","notes"
"297",297,"2J",16.9,16.9,5.433333333,NA,NA,5.1,2015,NA
"298",298,"2J",16.9,16.9,5.433333333,NA,NA,5.1,2015,NA
"299",299,"2K",18.2,18.2,5.6,13.33333333,13.3,6.9,2015,NA
"300",300,"2K",18.2,18.2,5.6,13.33333333,13.3,6.9,2015,NA
"301",301,"2K",18.2,18.2,5.6,14.1,12.66666667,5.6,2015,NA
"302",302,"2K",18.2,18.2,5.6,14.1,12.66666667,5.6,2015,NA
"303",303,"2K",18.2,18.2,5.6,15.06666667,14.9,6.266666667,2015,NA
"304",304,"2K",18.2,18.2,5.6,15.06666667,14.9,6.266666667,2015,NA
"305",305,"2L",14.26666667,14.26666667,4.6,11.66666667,13.93333333,4.933333333,2015,NA
"306",306,"2L",14.26666667,14.26666667,4.6,11.66666667,13.93333333,4.933333333,2015,NA
"307",307,"2L",14.26666667,14.26666667,4.6,10.66666667,12.8,4.6,2015,NA
"308",308,"2L",14.26666667,14.26666667,4.6,10.66666667,12.8,4.6,2015,NA
"309",309,"6A",17.56666667,17.56666667,7.266666667,16.4,14.93333333,7.566666667,2015,NA
"310",310,"6A",17.56666667,17.56666667,7.266666667,16.4,14.93333333,7.566666667,2015,NA
"311",311,"6A",17.56666667,17.56666667,7.266666667,14.76666667,14.9,6.1,2015,NA
"312",312,"6A",17.56666667,17.56666667,7.266666667,14.76666667,14.9,6.1,2015,NA
"313",313,"6A",17.56666667,17.56666667,7.266666667,16.9,17.86666667,7.6,2015,NA
"314",314,"6A",17.56666667,17.56666667,7.266666667,16.9,17.86666667,7.6,2015,NA
"315",315,"6B",14.26666667,14.26666667,9.2,16.23333333,14.6,9.666666667,2015,NA
"316",316,"6B",14.26666667,14.26666667,9.2,16.23333333,14.6,9.666666667,2015,NA
"317",317,"6B",14.26666667,14.26666667,9.2,14.4,13.46666667,8.2,2015,NA
"318",318,"6B",14.26666667,14.26666667,9.2,14.4,13.46666667,8.2,2015,NA
"319",319,"6B",14.26666667,14.26666667,9.2,15.06666667,13.76666667,9.366666667,2015,NA
"320",320,"6B",14.26666667,14.26666667,9.2,15.06666667,13.76666667,9.366666667,2015,NA
"321",321,"6C",14.23333333,14.23333333,7.733333333,11.5,10.5,6.6,2015,NA
"322",322,"6C",14.23333333,14.23333333,7.733333333,11.5,10.5,6.6,2015,NA
"323",323,"6C",14.23333333,14.23333333,7.733333333,13.93333333,13.1,7.9,2015,NA
"324",324,"6C",14.23333333,14.23333333,7.733333333,13.93333333,13.1,7.9,2015,NA
"325",325,"6C",14.23333333,14.23333333,7.733333333,14.73333333,13.63333333,7.766666667,2015,NA
"326",326,"6C",14.23333333,14.23333333,7.733333333,14.73333333,13.63333333,7.766666667,2015,NA
"327",327,"6D",13.63333333,13.63333333,7.733333333,14.56666667,14.1,6.933333333,2015,NA
"328",328,"6D",13.63333333,13.63333333,7.733333333,14.56666667,14.1,6.933333333,2015,NA
"329",329,"6D",13.63333333,13.63333333,7.733333333,13.93333333,12.16666667,5.433333333,2015,NA
"330",330,"6D",13.63333333,13.63333333,7.733333333,13.93333333,12.16666667,5.433333333,2015,NA
"331",331,"6D",13.63333333,13.63333333,7.733333333,11.66666667,11.66666667,4.766666667,2015,NA
"332",332,"6D",13.63333333,13.63333333,7.733333333,11.66666667,11.66666667,4.766666667,2015,NA
"333",333,"6E",11.33333333,11.33333333,5.1,12.66666667,12.5,6.433333333,2015,NA
"334",334,"6E",11.33333333,11.33333333,5.1,12.66666667,12.5,6.433333333,2015,NA
"335",335,"6E",11.33333333,11.33333333,5.1,9.333333333,9.166666667,4.766666667,2015,NA
"336",336,"6E",11.33333333,11.33333333,5.1,9.333333333,9.166666667,4.766666667,2015,NA
"337",337,"6E",11.33333333,11.33333333,5.1,10.33333333,9.5,5.1,2015,NA
"338",338,"6E",11.33333333,11.33333333,5.1,10.33333333,9.5,5.1,2015,NA
"339",339,"6F",12,12,6.566666667,12.13333333,12.46666667,5.266666667,2015,NA
"340",340,"6F",12,12,6.566666667,12.13333333,12.46666667,5.266666667,2015,NA
"341",341,"6F",12,12,6.566666667,11.16666667,9.2,4.1,2015,NA
"342",342,"6F",12,12,6.566666667,11.16666667,9.2,4.1,2015,NA
"343",343,"6F",12,12,6.566666667,13.46666667,13,6.433333333,2015,NA
"344",344,"6F",12,12,6.566666667,13.46666667,13,6.433333333,2015,NA
"345",345,"6F",12,12,6.566666667,15.06666667,16.9,7.266666667,2015,NA
"346",346,"6F",12,12,6.566666667,15.06666667,16.9,7.266666667,2015,NA
"347",347,"6G",11.5,11.5,5.933333333,12.3,11.33333333,5.933333333,2015,NA
"348",348,"6G",11.5,11.5,5.933333333,12.3,11.33333333,5.933333333,2015,NA
"349",349,"6G",11.5,11.5,5.933333333,10.5,10.16666667,6.1,2015,NA
"350",350,"6G",11.5,11.5,5.933333333,10.5,10.16666667,6.1,2015,NA
"351",351,"6H",8.5,8.5,4.433333333,8.533333333,8.4,3.766666667,2015,NA
"352",352,"6H",8.5,8.5,4.433333333,8.533333333,8.4,3.766666667,2015,NA
"353",353,"6H",8.5,8.5,4.433333333,8.5,7.9,4.766666667,2015,NA
"354",354,"6H",8.5,8.5,4.433333333,8.5,7.9,4.766666667,2015,NA
"355",355,"6I",8.833333333,8.833333333,6.1,13.13333333,12,5.266666667,2015,NA
"356",356,"6I",8.833333333,8.833333333,6.1,13.13333333,12,5.266666667,2015,NA
"357",357,"6I",8.833333333,8.833333333,6.1,9.5,9.833333333,5.6,2015,NA
"358",358,"6I",8.833333333,8.833333333,6.1,9.5,9.833333333,5.6,2015,NA
"359",359,"6J",14.43333333,14.43333333,6.233333333,12.5,11,5.1,2015,NA
"360",360,"6J",14.43333333,14.43333333,6.233333333,12.5,11,5.1,2015,NA
"361",361,"6J",14.43333333,14.43333333,6.233333333,11,11.5,4.766666667,2015,NA
"362",362,"6J",14.43333333,14.43333333,6.233333333,11,11.5,4.766666667,2015,NA
"363",363,"6K",14.9,14.9,6.6,13.43333333,13.46666667,5.933333333,2015,NA
"364",364,"6K",14.9,14.9,6.6,13.43333333,13.46666667,5.933333333,2015,NA
"365",365,"6K",14.9,14.9,6.6,18.23333333,16.4,6.266666667,2015,NA
"366",366,"6K",14.9,14.9,6.6,18.23333333,16.4,6.266666667,2015,NA
"367",367,"6L",10,10,4.266666667,10.83333333,9.5,4.766666667,2015,NA
"368",368,"6L",10,10,4.266666667,10.83333333,9.5,4.766666667,2015,NA
"369",369,"6M",9.2,9.2,3.933333333,10.66666667,9.5,4.6,2015,NA
"370",370,"6M",9.2,9.2,3.933333333,10.66666667,9.5,4.6,2015,NA
"371",371,"6N",10.16666667,10.16666667,5.6,10.16666667,10.66666667,5.766666667,2015,NA
"372",372,"6N",10.16666667,10.16666667,5.6,10.16666667,10.66666667,5.766666667,2015,NA
"373",373,"6O",9.166666667,9.166666667,4.766666667,12.16666667,11,4.766666667,2015,NA
"374",374,"10C",20.66666667,20.66666667,10.5,19,20,11.16666667,2015,NA
"375",375,"10C",20.66666667,20.66666667,10.5,19,20,11.16666667,2015,NA
"376",376,"10G",14.56666667,14.56666667,5.766666667,12.16666667,12.16666667,5.933333333,2015,NA
"377",377,"12E",18.06666667,18.06666667,6.166666667,14.76666667,17.56666667,5.733333333,2015,NA
"378",378,"12I",12.83333333,12.83333333,5.033333333,12.96666667,14.6,4.4,2015,NA
"379",379,"12I",12.83333333,12.83333333,5.033333333,12.96666667,14.6,4.4,2015,NA
"380",380,"12L",13.3,13.3,5.6,14.13333333,16.56666667,6.1,2015,NA
"381",381,"15F",15.9,15.9,6.433333333,14.23333333,17.73333333,6.766666667,2015,NA
"382",382,"2E",20.46666667,20.46666667,9,18.33333333,17.4,7.733333333,2015,NA
"383",383,"2E",20.46666667,20.46666667,9,18.33333333,17.4,7.733333333,2015,NA
"384",384,"2G",19.5,19.5,7.9,14.93333333,16.9,8.366666667,2015,NA
"385",385,"2G",19.5,19.5,7.9,14.93333333,16.9,8.366666667,2015,NA
"386",386,"6L",10,10,4.266666667,11,11.33333333,5.433333333,2015,NA
"387",387,"6L",10,10,4.266666667,11,11.33333333,5.433333333,2015,NA
"388",388,"6O",9.166666667,9.166666667,4.766666667,12.16666667,11,4.766666667,2015,NA
