"plot_id","field_season_id","site_id","block","treatment_id"
1360,2,13,5,2
1361,2,13,5,2
1362,2,13,5,2
1363,2,13,5,2
1364,2,13,5,2
1365,2,13,5,2
1366,2,13,6,2
1367,2,13,6,2
1368,2,13,6,2
1369,2,13,6,2
1370,2,13,6,2
1371,2,13,6,2
1372,2,13,6,2
1373,2,13,6,2
1374,2,13,6,2
1375,2,13,6,2
1376,2,13,6,2
1377,2,13,6,2
1378,2,13,6,2
1379,2,13,6,2
1380,2,13,6,2
1381,2,14,1,1
1382,2,14,1,1
1383,2,14,1,1
1384,2,14,1,1
1385,2,14,1,1
1386,2,14,1,1
1387,2,14,1,1
1388,2,14,1,1
1389,2,14,1,1
1390,2,14,1,1
1391,2,14,1,1
1392,2,14,1,1
1393,2,14,1,1
1394,2,14,1,1
1395,2,14,1,1
1396,2,14,2,1
1397,2,14,2,1
1398,2,14,2,1
1399,2,14,2,1
1400,2,14,2,1
1401,2,14,2,1
1402,2,14,2,1
1403,2,14,2,1
1404,2,14,2,1
1405,2,14,2,1
1406,2,14,2,1
1407,2,14,2,1
1408,2,14,2,1
1409,2,14,2,1
1410,2,14,2,1
1411,2,14,3,1
1412,2,14,3,1
1413,2,14,3,1
1414,2,14,3,1
1415,2,14,3,1
1416,2,14,3,1
1417,2,14,3,1
1418,2,14,3,1
1419,2,14,3,1
1420,2,14,3,1
1421,2,14,3,1
1422,2,14,3,1
1423,2,14,3,1
1424,2,14,3,1
1425,2,14,3,1
1426,2,14,4,2
1427,2,14,4,2
1428,2,14,4,2
1429,2,14,4,2
1430,2,14,4,2
1431,2,14,4,2
1432,2,14,4,2
1433,2,14,4,2
1434,2,14,4,2
1435,2,14,4,2
1436,2,14,4,2
1437,2,14,4,2
1438,2,14,4,2
1439,2,14,4,2
1440,2,14,4,2
1441,2,14,5,2
1442,2,14,5,2
1443,2,14,5,2
1444,2,14,5,2
1445,2,14,5,2
1446,2,14,5,2
1447,2,14,5,2
1448,2,14,5,2
1449,2,14,5,2
1450,2,14,5,2
1451,2,14,5,2
1452,2,14,5,2
1453,2,14,5,2
1454,2,14,5,2
1455,2,14,5,2
1456,2,14,6,2
1457,2,14,6,2
1458,2,14,6,2
1459,2,14,6,2
1460,2,14,6,2
1461,2,14,6,2
1462,2,14,6,2
1463,2,14,6,2
1464,2,14,6,2
1465,2,14,6,2
1466,2,14,6,2
1467,2,14,6,2
1468,2,14,6,2
1469,2,14,6,2
1470,2,14,6,2
1471,2,15,1,1
1472,2,15,1,1
1473,2,15,1,1
1474,2,15,1,1
1475,2,15,1,1
1476,2,15,1,1
1477,2,15,1,1
1478,2,15,1,1
1479,2,15,1,1
1480,2,15,1,1
1481,2,15,1,1
1482,2,15,1,1
1483,2,15,1,1
1484,2,15,1,1
1485,2,15,1,1
1486,2,15,2,1
1487,2,15,2,1
1488,2,15,2,1
1489,2,15,2,1
1490,2,15,2,1
1491,2,15,2,1
1492,2,15,2,1
1493,2,15,2,1
1494,2,15,2,1
1495,2,15,2,1
1496,2,15,2,1
1497,2,15,2,1
1498,2,15,2,1
1499,2,15,2,1
1500,2,15,2,1
1501,2,15,3,1
1502,2,15,3,1
1503,2,15,3,1
1504,2,15,3,1
1505,2,15,3,1
1506,2,15,3,1
1507,2,15,3,1
1508,2,15,3,1
1509,2,15,3,1
1510,2,15,3,1
1511,2,15,3,1
1512,2,15,3,1
1513,2,15,3,1
1514,2,15,3,1
1515,2,15,3,1
1516,2,16,1,1
1517,2,16,1,1
1518,2,16,1,1
1519,2,16,1,1
1520,2,16,1,1
1521,2,16,1,1
1522,2,16,1,1
1523,2,16,1,1
1524,2,16,1,1
1525,2,16,1,1
1526,2,16,1,1
1527,2,16,1,1
1528,2,16,1,1
1529,2,16,1,1
1530,2,16,1,1
1531,2,16,2,1
1532,2,16,2,1
1533,2,16,2,1
1534,2,16,2,1
1535,2,16,2,1
1536,2,16,2,1
1537,2,16,2,1
1538,2,16,2,1
1539,2,16,2,1
1540,2,16,2,1
1541,2,16,2,1
1542,2,16,2,1
1543,2,16,2,1
1544,2,16,2,1
1545,2,16,2,1
1546,2,16,3,1
1547,2,16,3,1
1548,2,16,3,1
1549,2,16,3,1
1550,2,16,3,1
1551,2,16,3,1
1552,2,16,3,1
1553,2,16,3,1
1554,2,16,3,1
1555,2,16,3,1
1556,2,16,3,1
1557,2,16,3,1
1558,2,16,3,1
1559,2,16,3,1
1560,2,16,3,1
1561,2,16,4,2
1562,2,16,4,2
1563,2,16,4,2
1564,2,16,4,2
1565,2,16,4,2
1566,2,16,4,2
1567,2,16,4,2
1568,2,16,4,2
1569,2,16,4,2
1570,2,16,4,2
1571,2,16,4,2
1572,2,16,4,2
1573,2,16,4,2
1574,2,16,4,2
1575,2,16,4,2
1576,2,16,5,2
1577,2,16,5,2
1578,2,16,5,2
1579,2,16,5,2
1580,2,16,5,2
1581,2,16,5,2
1582,2,16,5,2
1583,2,16,5,2
1584,2,16,5,2
1585,2,16,5,2
1586,2,16,5,2
1587,2,16,5,2
1588,2,16,5,2
1589,2,16,5,2
1590,2,16,5,2
1591,2,16,6,2
1592,2,16,6,2
1593,2,16,6,2
1594,2,16,6,2
1595,2,16,6,2
1596,2,16,6,2
1597,2,16,6,2
1598,2,16,6,2
1599,2,16,6,2
1600,2,16,6,2
1601,2,16,6,2
1602,2,16,6,2
1603,2,16,6,2
1604,2,16,6,2
1605,2,16,6,2
