Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Exotic.count,Exotic,Date,Growth.form,Plant.rep,Plant.biomass,Total.biomass.g,Mean.biomass.perindivid.g,Dist.to.tree,Mean.SM,Meancanopy.NWE,t1.phosphorus,t2.phosphorus,t1.nitrate,t2.nitrate,t1.ph.h2o,t2.ph.h2o
15,S,5,15.S.5.L,Litter,B.tournefortii,2,2,1,3-Oct-13,Annual.forb,1,0.0135,1.1534,0.5767,3,6,87.52,12,7,9,8,5.8,6
15,S,5,15.S.5.L,Litter,B.tournefortii,2,2,1,3-Oct-13,Annual.forb,2,1.1399,1.1534,0.5767,3,6,87.52,12,7,9,8,5.8,6
16,N,4,16.N.4.C,Control,B.tournefortii,1,1,1,1-Oct-13,Annual.forb,1,1.0172,1.0172,1.0172,3,3.666666667,32.05333333,3,2,2,2,5.3,5.7
16,N,4,16.N.4.L,Litter,B.tournefortii,2,2,1,1-Oct-13,Annual.forb,1,0.1568,0.4679,0.23395,3,4,35.52,4,4,5,3,5.5,5.3
16,N,4,16.N.4.L,Litter,B.tournefortii,2,2,1,1-Oct-13,Annual.forb,2,0.3111,0.4679,0.23395,3,4,35.52,4,4,5,3,5.5,5.3
16,N,5,16.N.5.C,Control,B.tournefortii,5,5,1,1-Oct-13,Annual.forb,NA,NA,8.52,1.704,1,4,93.06666667,6,9,3,23,5.4,5.4
16,N,5,16.N.5.L,Litter,B.tournefortii,8,8,1,1-Oct-13,Annual.forb,NA,NA,15.54,1.9425,1,3.333333333,92.37333333,5,9,9,59,5.7,5.5
16,S,1,16.S.1.L,Litter,B.tournefortii,2,2,1,1-Oct-13,Annual.forb,NA,NA,6.65,3.325,9,4,0.16,3,3,8,4,6.2,6.6
16,S,4,16.S.4.C,Control,B.tournefortii,1,1,1,1-Oct-13,Annual.forb,1,1.4227,1.4227,1.4227,3,5.666666667,93.41333333,5,2,1,4,5.8,5.6
16,S,4,16.S.4.L,Litter,B.tournefortii,2,2,1,1-Oct-13,Annual.forb,1,0.5596,1.7243,0.86215,3,5.333333333,96.53333333,4,2,2,5,5.9,5.9
16,S,4,16.S.4.L,Litter,B.tournefortii,2,2,1,1-Oct-13,Annual.forb,2,1.1647,1.7243,0.86215,3,5.333333333,96.53333333,4,2,2,5,5.9,5.9
16,S,5,16.S.5.C,Control,B.tournefortii,1,1,1,1-Oct-13,Annual.forb,1,0.6401,0.6401,0.6401,1,5.333333333,89.94666667,3,2,2,3,5.5,5.6
16,S,5,16.S.5.L,Litter,B.tournefortii,4,4,1,1-Oct-13,Annual.forb,NA,NA,0.93,0.2325,1,5.666666667,86.13333333,5,2,8,4,5.8,5.8
11,N,4,11.N.4.C,Control,Bromus.sp,15,15,1,4-Oct-13,Annual.grass,NA,NA,1.13,0.075333333,5.6,3,55.28,9,5,4,20,6.5,6.3
11,N,5,11.N.5.L,Litter,Bromus.sp,2,2,1,4-Oct-13,Annual.grass,NA,NA,0.356,0.178,3.5,4,78.85333333,7,6,5,6,6.4,6.3
14,S,2,14.S.2.L,Litter,C.obionoides,1,0,0,4-Oct-13,Annual.forb,1,0.0198,0.0198,0.0198,11,4,5.013333333,3,2,5,3,5.8,5.3
10,N,1,10.N.1.L,Litter,E.botrys,1,1,1,2-Oct-13,Annual.forb,1,0.2996,0.2996,0.2996,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,N,2,10.N.2.C,Control,E.botrys,1,1,1,2-Oct-13,Annual.forb,1,0.4045,0.4045,0.4045,9.5,4,26.85333333,7,6,8,11,7,6.6
10,S,2,10.S.2.C,Control,E.botrys,1,1,1,2-Oct-13,Annual.forb,1,0.2197,0.2197,0.2197,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.L,Litter,E.botrys,3,3,1,2-Oct-13,Annual.forb,1,0.1307,0.3753,0.1251,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,2,10.S.2.L,Litter,E.botrys,3,3,1,2-Oct-13,Annual.forb,2,0.1291,0.3753,0.1251,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,2,10.S.2.L,Litter,E.botrys,3,3,1,2-Oct-13,Annual.forb,3,0.1155,0.3753,0.1251,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,3,10.S.3.L,Litter,E.botrys,1,1,1,2-Oct-13,Annual.forb,1,0.065,0.065,0.065,7.5,5.666666667,41.06666667,7,2,4,2,6.5,6.6
10,S,4,10.S.4.C,Control,E.botrys,2,2,1,2-Oct-13,Annual.forb,1,0.0517,0.076,0.038,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.C,Control,E.botrys,2,2,1,2-Oct-13,Annual.forb,2,0.0243,0.076,0.038,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
10,S,4,10.S.4.L,Litter,E.botrys,1,1,1,2-Oct-13,Annual.forb,1,0.0384,0.0384,0.0384,4.5,5,58.4,6,5,4,4,6.3,6.2
10,S,5,10.S.5.L,Litter,E.botrys,1,1,1,2-Oct-13,Annual.forb,1,0.0979,0.0979,0.0979,3.5,6,69.49333333,10,6,6,14,6.8,6.7
11,S,2,11.S.2.C,Control,E.botrys,1,1,1,4-Oct-13,Annual.forb,1,0.3456,0.3456,0.3456,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,3,11.S.3.C,Control,E.botrys,3,3,1,4-Oct-13,Annual.forb,NA,NA,1.0839,0.3613,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.L,Litter,E.botrys,2,2,1,4-Oct-13,Annual.forb,1,0.0625,0.2076,0.1038,10,3,9.52,3,2,2,2,6.2,5.9
11,S,3,11.S.3.L,Litter,E.botrys,2,2,1,4-Oct-13,Annual.forb,2,0.1451,0.2076,0.1038,10,3,9.52,3,2,2,2,6.2,5.9
11,S,4,11.S.4.C,Control,E.botrys,1,1,1,4-Oct-13,Annual.forb,1,0.0688,0.0688,0.0688,5.3,3.333333333,45.22666667,6,6,5,19,5.1,5.3
14,S,3,14.S.3.C,Control,E.botrys,1,1,1,5-Oct-13,Annual.forb,1,0.0509,0.0509,0.0509,9,4,10.90666667,4,2,4,3,5.5,5.2
14,S,3,14.S.3.L,Litter,E.botrys,8,8,1,4-Oct-13,Annual.forb,NA,NA,0.5744,0.0718,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,4,14.S.4.C,Control,E.botrys,2,2,1,5-Oct-13,Annual.forb,1,0.0393,0.0879,0.04395,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.C,Control,E.botrys,2,2,1,5-Oct-13,Annual.forb,2,0.0486,0.0879,0.04395,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.L,Litter,E.botrys,1,1,1,5-Oct-13,Annual.forb,1,0.2861,0.2861,0.2861,5.5,4,41.06666667,4,2,6,3,5.5,5.4
14,S,5,14.S.5.C,Control,E.botrys,2,2,1,5-Oct-13,Annual.forb,1,0.0773,0.0967,0.04835,2,6.666666667,71.92,3,3,2,7,6.2,6.3
14,S,5,14.S.5.C,Control,E.botrys,2,2,1,5-Oct-13,Annual.forb,2,0.0194,0.0967,0.04835,2,6.666666667,71.92,3,3,2,7,6.2,6.3
15,S,3,15.S.3.L,Litter,E.botrys,1,1,1,3-Oct-13,Annual.forb,1,0.0874,0.0874,0.0874,7,5.666666667,62.56,3,4,2,5,5.8,5.8
10,S,5,10.S.5.L,Litter,E.longiflora,12,12,1,2-Oct-13,Annual.grass,NA,NA,2.64,0.22,3.5,6,69.49333333,10,6,6,14,6.8,6.7
14,S,5,14.S.5.L,Litter,E.longiflora,2,2,1,5-Oct-13,Annual.grass,1,0.1631,0.272,0.136,2,5.333333333,71.92,5,5,5,11,6,5.8
14,S,5,14.S.5.L,Litter,E.longiflora,2,2,1,5-Oct-13,Annual.grass,2,0.1089,0.272,0.136,2,5.333333333,71.92,5,5,5,11,6,5.8
15,S,2,15.S.2.C,Control,E.longiflora,1,1,1,3-Oct-13,Annual.grass,1,0.0324,0.0324,0.0324,9,4,51.81333333,2,10,2,10,5.4,5.5
15,S,1,15.S.1.C,Control,G.nodulosus,2,0,0,3-Oct-13,Annual.forb,1,0.0147,0.0206,0.0103,11,4.666666667,71.22666667,4,5,4,3,5.6,5.5
15,S,1,15.S.1.C,Control,G.nodulosus,2,0,0,3-Oct-13,Annual.forb,2,0.0059,0.0206,0.0103,11,4.666666667,71.22666667,4,5,4,3,5.6,5.5
15,S,1,15.S.1.L,Litter,G.nodulosus,3,0,0,3-Oct-13,Annual.forb,1,0.0062,0.0201,0.0067,11,5.333333333,32.74666667,3,3,4,3,5.5,5.5
15,S,1,15.S.1.L,Litter,G.nodulosus,3,0,0,3-Oct-13,Annual.forb,2,0.0063,0.0201,0.0067,11,5.333333333,32.74666667,3,3,4,3,5.5,5.5
15,S,1,15.S.1.L,Litter,G.nodulosus,3,0,0,3-Oct-13,Annual.forb,3,0.0076,0.0201,0.0067,11,5.333333333,32.74666667,3,3,4,3,5.5,5.5
15,S,2,15.S.2.L,Litter,G.nodulosus,3,0,0,3-Oct-13,Annual.forb,1,0.0189,0.0263,0.008766667,9,4,50.77333333,3,5,4,6,5.6,5.6
15,S,2,15.S.2.L,Litter,G.nodulosus,3,0,0,3-Oct-13,Annual.forb,2,0.0025,0.0263,0.008766667,9,4,50.77333333,3,5,4,6,5.6,5.6
15,S,2,15.S.2.L,Litter,G.nodulosus,3,0,0,3-Oct-13,Annual.forb,3,0.0049,0.0263,0.008766667,9,4,50.77333333,3,5,4,6,5.6,5.6
15,S,4,15.S.4.C,Control,G.nodulosus,1,0,0,3-Oct-13,Annual.forb,1,0.0028,0.0028,0.0028,5,5.666666667,82.32,4,3,6,2,5.9,6.1
13,N,1,13.N.1.C,Control,G.tenuissima,13,0,0,7-Oct-13,Annual.forb,NA,NA,0.762,0.058615385,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.L,Litter,G.tenuissima,3,0,0,7-Oct-13,Annual.forb,1,0.0139,0.0294,0.0098,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,G.tenuissima,3,0,0,7-Oct-13,Annual.forb,2,0.0087,0.0294,0.0098,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,1,13.N.1.L,Litter,G.tenuissima,3,0,0,7-Oct-13,Annual.forb,3,0.0068,0.0294,0.0098,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,2,13.N.2.C,Control,G.tenuissima,1,0,0,7-Oct-13,Annual.forb,1,0.0878,0.0878,0.0878,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,S,1,13.S.1.C,Control,G.tenuissima,1,0,0,6-Oct-13,Annual.forb,1,0.0547,0.0547,0.0547,7.1,3.666666667,2.24,3,2,1,5,5.6,5.4
13,S,3,13.S.3.C,Control,G.tenuissima,1,0,0,6-Oct-13,Annual.forb,1,0.0227,0.0227,0.0227,4.1,5,18.18666667,2,2,1,2,5.7,5.1
10,N,1,10.N.1.C,Control,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,2.65,NA,11.5,4.333333333,18.18666667,4,2,10,4,6.5,6.3
10,N,1,10.N.1.L,Litter,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,0.25,NA,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,N,2,10.N.2.C,Control,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,2.41,NA,9.5,4,26.85333333,7,6,8,11,7,6.6
10,N,2,10.N.2.L,Litter,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,1.01,NA,9.5,4,32.74666667,13,6,7,8,6.6,6.5
10,N,3,10.N.3.C,Control,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,3.85,NA,7.5,4,42.10666667,7,2,8,5,7.1,7.1
10,N,3,10.N.3.L,Litter,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,3.46,NA,7.5,4,45.57333333,6,3,7,3,6.7,6.5
10,N,4,10.N.4.C,Control,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,0.05,NA,3.5,3.666666667,77.12,14,5,23,88,6.6,6.6
10,S,1,10.S.1.C,Control,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,0.71,NA,11.5,5,20.26666667,3,2,4,4,6.5,6.5
10,S,1,10.S.1.L,Litter,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,1.11,NA,11.5,5,18.18666667,4,3,9,2,6.4,6.4
10,S,2,10.S.2.C,Control,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,0.96,NA,9.5,5,28.58666667,2,2,1,1,6.4,6.8
10,S,2,10.S.2.L,Litter,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,1.14,NA,9.5,5,29.62666667,3,3,2,1,6.1,6.5
10,S,3,10.S.3.C,Control,Grasses,NA,NA,1,2-Oct-13,Annual.grass,NA,NA,0.1023,NA,7.5,4,43.49333333,6,2,5,1,6.5,6.3
10,S,4,10.S.4.C,Control,Grasses,2,2,1,2-Oct-13,Annual.grass,NA,NA,0.1222,0.0611,4.5,5.333333333,64.29333333,8,5,4,7,6.8,6.2
11,N,1,11.N.1.C,Control,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,3.83,NA,13.6,3.666666667,26.85333333,4,2,6,3,6.3,6.8
11,N,1,11.N.1.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,0.86,NA,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,2,11.N.2.C,Control,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,3.86,NA,12.1,3.333333333,22,4,2,7,2,6.1,6.4
11,N,2,11.N.2.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,3.21,NA,12.1,4,18.53333333,4,2,6,4,6.5,6.3
11,N,3,11.N.3.C,Control,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,3.18,NA,10.3,3,22.34666667,6,3,13,2,6.1,6.4
11,N,3,11.N.3.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,3.17,NA,10.3,3.666666667,16.8,6,3,16,3,6.2,6.3
11,N,5,11.N.5.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,0.356,0.178,3.5,4,78.85333333,7,6,5,6,6.4,6.3
11,S,1,11.S.1.C,Control,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,2.12,NA,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,4.24,NA,13.2,4,2.933333333,3,2,3,2,6.2,5.8
11,S,2,11.S.2.C,Control,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,4.98,NA,11.2,3.666666667,6.053333333,3,2,3,2,5.9,5.7
11,S,2,11.S.2.L,Litter,Grasses,18,18,1,4-Oct-13,Annual.grass,NA,NA,1.51,0.083888889,11.2,3.666666667,7.786666667,3,4,4,4,6,5.8
11,S,3,11.S.3.C,Control,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,1.94,NA,10,3,11.6,4,2,2,2,6,5.9
11,S,3,11.S.3.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,0.96,NA,10,3,9.52,3,2,2,2,6.2,5.9
13,N,1,13.N.1.C,Control,Grasses,NA,NA,1,7-Oct-13,Annual.grass,NA,NA,0.4882,NA,6.9,4.666666667,0.16,2,2,5,2,5.7,5.9
13,N,1,13.N.1.L,Litter,Grasses,NA,NA,1,7-Oct-13,Annual.grass,NA,NA,0.0779,NA,6.9,5,0.16,2,2,8,3,5.9,5.5
13,N,2,13.N.2.C,Control,Grasses,NA,NA,1,7-Oct-13,Annual.grass,NA,NA,3.94,NA,5.4,4.666666667,0.16,3,3,8,14,5.6,5.1
13,N,2,13.N.2.L,Litter,Grasses,NA,NA,1,NA,Annual.grass,NA,NA,NA,NA,5.4,5,0.16,2,2,3,2,6.1,5.6
13,N,3,13.N.3.C,Control,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,14.98,NA,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.L,Litter,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,2.19,NA,3.9,5,0.16,4,2,7,4,6.3,5.3
13,N,4,13.N.4.C,Control,Grasses,NA,NA,1,NA,Annual.grass,NA,NA,NA,NA,2.4,4,5.013333333,2,3,4,5,5.5,5.3
13,N,4,13.N.4.L,Litter,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,1.88,NA,2.4,5,9.52,3,2,6,4,5.6,5.3
13,N,5,13.N.5.L,Litter,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,2.75,NA,0.9,5,71.57333333,2,3,4,4,4.9,5.1
13,S,1,13.S.1.C,Control,Grasses,6,6,1,6-Oct-13,Annual.grass,NA,NA,0.7198,0.119966667,7.1,3.666666667,2.24,3,2,1,5,5.6,5.4
13,S,1,13.S.1.L,Litter,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,1.6819,NA,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,2,13.S.2.C,Control,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,0.35,NA,5.6,4,6.4,2,2,1,2,5.8,4.9
13,S,2,13.S.2.L,Litter,Grasses,NA,NA,1,NA,Annual.grass,NA,NA,NA,NA,5.6,4.333333333,6.4,2,2,2,2,5.5,5.6
13,S,3,13.S.3.C,Control,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,0.96,NA,4.1,5,18.18666667,2,2,1,2,5.7,5.1
13,S,3,13.S.3.L,Litter,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,2.3,NA,4.1,5.333333333,18.18666667,2,2,3,2,5.7,5.6
13,S,4,13.S.4.C,Control,Grasses,5,5,1,6-Oct-13,Annual.grass,NA,NA,2.75,0.55,2.6,4.666666667,61.17333333,2,2,1,3,5.9,4.9
13,S,4,13.S.4.L,Litter,Grasses,8,8,1,6-Oct-13,Annual.grass,NA,NA,1.26,0.1575,2.6,5.333333333,67.76,2,2,4,2,5.3,5.6
13,S,5,13.S.5.C,Control,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,0.37,NA,0.9,6.333333333,60.82666667,3,3,1,2,5,5.3
13,S,5,13.S.5.L,Litter,Grasses,NA,NA,1,6-Oct-13,Annual.grass,NA,NA,0.96,NA,0.9,6.666666667,91.33333333,4,2,6,2,5.1,4.9
14,N,1,14.N.1.C,Control,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,0.53,NA,13,3,16.45333333,3,4,4,5,5.9,5.8
14,N,2,14.N.2.L,Litter,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,0.1963,NA,11,3,24.08,3,2,1,2,6.3,6.1
14,N,3,14.N.3.L,Litter,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,0.16,NA,9,3,23.73333333,6,4,5,5,6.3,6.1
14,N,4,14.N.4.C,Control,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,0.0034,NA,4,4,40.02666667,10,4,95,6,5.6,5.9
14,N,4,14.N.4.L,Litter,Grasses,NA,NA,1,5-Oct-13,Annual.grass,1,0.0204,0.0204,0.0204,4,4.666666667,43.49333333,6,5,11,7,6.2,5.9
14,S,1,14.S.1.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,1.7,NA,13,3,1.546666667,2,4,3,2,5.7,5.4
14,S,2,14.S.2.C,Control,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,0.15,NA,11,4,5.36,3,3,3,4,5.6,5.3
14,S,2,14.S.2.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,1.19,NA,11,4,5.013333333,3,2,5,3,5.8,5.3
14,S,3,14.S.3.C,Control,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,1.97,NA,9,4,10.90666667,4,2,4,3,5.5,5.2
14,S,3,14.S.3.L,Litter,Grasses,NA,NA,1,4-Oct-13,Annual.grass,NA,NA,1.53,NA,9,4,9.866666667,3,2,5,2,5.5,5.3
14,S,4,14.S.4.C,Control,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,0.1431,NA,5.5,3,37.25333333,2,2,3,1,5.4,5.6
14,S,4,14.S.4.L,Litter,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,0.1042,NA,5.5,4,41.06666667,4,2,6,3,5.5,5.4
14,S,5,14.S.5.C,Control,Grasses,NA,NA,1,5-Oct-13,Annual.grass,NA,NA,0.1968,NA,2,6.666666667,71.92,3,3,2,7,6.2,6.3
14,S,5,14.S.5.L,Litter,Grasses,2,2,1,5-Oct-13,Annual.grass,NA,NA,0.272,0.136,2,5.333333333,71.92,5,5,5,11,6,5.8
15,N,1,15.N.1.C,Control,Grasses,1,1,1,3-Oct-13,Annual.grass,1,0.2168,0.2168,0.2168,10,3.333333333,7.093333333,4,4,4,2,5.1,5
15,S,2,15.S.2.C,Control,Grasses,1,1,1,3-Oct-13,Annual.grass,1,0.0324,0.0324,0.0324,9,4,51.81333333,2,10,2,10,5.4,5.5
15,S,2,15.S.2.L,Litter,Grasses,NA,NA,1,3-Oct-13,Annual.grass,NA,NA,0.0655,NA,9,4,50.77333333,3,5,4,6,5.6,5.6
15,S,3,15.S.3.L,Litter,Grasses,NA,NA,1,3-Oct-13,Annual.grass,NA,NA,0.29,NA,7,5.666666667,62.56,3,4,2,5,5.8,5.8
16,N,1,16.N.1.C,Control,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,3.09,NA,9,4.666666667,0.16,7,8,15,3,5.8,5.8
16,N,1,16.N.1.L,Litter,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,6.76,NA,9,5.333333333,0.16,7,4,11,7,6.5,6.3
16,N,2,16.N.2.L,Litter,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,5.26,NA,7,4.333333333,0.16,6,3,13,6,5.8,5.8
16,N,3,16.N.3.C,Control,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,2.83,NA,5,4.333333333,0.16,4,3,10,6,5.4,5.7
16,N,3,16.N.3.L,Litter,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,0.65,NA,5,4.333333333,0.16,5,4,7,9,5.7,5.8
16,N,4,16.N.4.L,Litter,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,0.8876,NA,3,4,35.52,4,4,5,3,5.5,5.3
16,N,5,16.N.5.L,Litter,Grasses,3,3,1,1-Oct-13,Annual.grass,NA,NA,0.1402,0.046733333,1,3.333333333,92.37333333,5,9,9,59,5.7,5.5
16,S,1,16.S.1.C,Control,Grasses,127,127,1,1-Oct-13,Annual.grass,NA,NA,3.354,0.026409449,9,4.333333333,0.16,4,2,4,4,5.9,6.3
16,S,1,16.S.1.L,Litter,Grasses,74,74,1,1-Oct-13,Annual.grass,NA,NA,5.3651,0.072501351,9,4,0.16,3,3,8,4,6.2,6.6
16,S,2,16.S.2.L,Litter,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,1.89,NA,7,4.333333333,0.853333333,4,2,5,2,6.2,5.8
16,S,3,16.S.3.C,Control,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,4.46,NA,5,4.666666667,61.52,3,2,4,2,5.8,6
16,S,3,16.S.3.L,Litter,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,3.9,NA,5,6,25.12,3,2,2,3,6,6.1
16,S,4,16.S.4.C,Control,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,0.0304,NA,3,5.666666667,93.41333333,5,2,1,4,5.8,5.6
16,S,4,16.S.4.L,Litter,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,1.53,NA,3,5.333333333,96.53333333,4,2,2,5,5.9,5.9
16,S,5,16.S.5.C,Control,Grasses,NA,NA,1,1-Oct-13,Annual.grass,NA,NA,0.0605,NA,1,5.333333333,89.94666667,3,2,2,3,5.5,5.6
13,S,1,13.S.1.L,Litter,H.demissum,1,0,0,6-Oct-13,Annual.forb,1,0.0104,0.0104,0.0104,7.1,5,2.24,5,2,9,2,5.6,5.6
13,S,2,13.S.2.C,Control,H.demissum,31,0,0,6-Oct-13,Annual.forb,NA,NA,0.6994,0.02256129,5.6,4,6.4,2,2,1,2,5.8,4.9
10,N,1,10.N.1.L,Litter,H.glabra,1,1,1,2-Oct-13,Annual.forb,1,0.1374,0.1374,0.1374,11.5,3.666666667,24.77333333,5,3,6,4,6.9,6.9
10,N,5,10.N.5.C,Control,H.glabra,1,1,1,2-Oct-13,Annual.forb,1,0.1099,0.1099,0.1099,2.5,4,78.85333333,7,8,7,21,6.9,6.5
11,N,1,11.N.1.C,Control,H.glabra,1,1,1,4-Oct-13,Annual.forb,1,0.0779,0.0779,0.0779,13.6,3.666666667,26.85333333,4,2,6,3,6.3,6.8
11,N,1,11.N.1.L,Litter,H.glabra,2,2,1,4-Oct-13,Annual.forb,1,0.3884,0.5305,0.26525,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,1,11.N.1.L,Litter,H.glabra,2,2,1,4-Oct-13,Annual.forb,2,0.1421,0.5305,0.26525,13.6,3.666666667,15.41333333,4,3,7,4,6.4,6.2
11,N,2,11.N.2.L,Litter,H.glabra,1,1,1,4-Oct-13,Annual.forb,1,1.37,1.37,1.37,12.1,4,18.53333333,4,2,6,4,6.5,6.3
11,N,4,11.N.4.C,Control,H.glabra,1,1,1,4-Oct-13,Annual.forb,1,0.0148,0.0148,0.0148,5.6,3,55.28,9,5,4,20,6.5,6.3
11,N,5,11.N.5.C,Control,H.glabra,1,1,1,4-Oct-13,Annual.forb,1,0.044,0.044,0.044,3.5,3.333333333,79.54666667,11,5,8,8,6.1,6.2
11,S,1,11.S.1.C,Control,H.glabra,2,2,1,4-Oct-13,Annual.forb,1,0.3791,0.7203,0.36015,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.C,Control,H.glabra,2,2,1,4-Oct-13,Annual.forb,2,0.3412,0.7203,0.36015,13.2,4,5.706666667,4,2,3,3,5.8,5.6
11,S,1,11.S.1.L,Litter,H.glabra,1,1,1,4-Oct-13,Annual.forb,1,0.9082,0.9082,0.9082,13.2,4,2.933333333,3,2,3,2,6.2,5.8
13,N,3,13.N.3.C,Control,H.glabra,2,2,1,6-Oct-13,Annual.forb,1,0.2536,0.5225,0.26125,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,3,13.N.3.C,Control,H.glabra,2,2,1,6-Oct-13,Annual.forb,2,0.2689,0.5225,0.26125,3.9,4.333333333,0.853333333,4,2,7,2,5.5,5.7
13,N,4,13.N.4.C,Control,H.glabra,1,1,1,6-Oct-13,Annual.forb,1,0.0197,0.0197,0.0197,2.4,4,5.013333333,2,3,4,5,5.5,5.3
13,N,4,13.N.4.L,Litter,H.glabra,4,4,1,6-Oct-13,Annual.forb,NA,NA,6.28,1.57,2.4,5,9.52,3,2,6,4,5.6,5.3
13,N,5,13.N.5.L,Litter,H.glabra,6,6,1,6-Oct-13,Annual.forb,NA,NA,6.69,1.115,0.9,5,71.57333333,2,3,4,4,4.9,5.1
