Block,Transect,Pair,Plot.ID,Treatment,Species,Count,Exotic.count,Exotic,Date,Focal.species,Growth.form,Tot.annual.density,Tot.ex.annual.density,Tot.nat.annual.density,Plot.richness.annual,Plot.exotic.richness,Plot.native.richness,Tot.plant.density,Tot.exotic.density,Plot.richness,Plot.exotic.richness,Plot.native.richness
11,S,3,11.S.3.L,Litter,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,28,20,8,4,4
11,S,3,11.S.3.L,Litter,P.lessonni,3,0,0,27/08/2013,1,Annual.forb,,,,,,,28,20,8,4,4
11,S,3,11.S.3.L,Litter,W.acuminata,3,0,0,27/08/2013,1,Annual.forb,,,,,,,28,20,8,4,4
11,S,3,11.S.3.L,Litter,P.airoides,8,8,1,27/08/2013,1,Annual.grass,,,,,,,28,20,8,4,4
11,S,3,11.S.3.L,Litter,V.myuros,5,5,1,27/08/2013,1,Annual.grass,,,,,,,28,20,8,4,4
11,S,4,11.S.4.C,Control,B.tournefortii,2,2,1,27/08/2013,1,Annual.forb,,,,,,,3,2,2,1,1
11,S,4,11.S.4.L,Litter,Millotia.sp,16,0,0,27/08/2013,1,Annual.forb,,,,,,,23,0,3,0,3
11,S,4,11.S.4.L,Litter,C.eremea,5,0,0,27/08/2013,0,Annual.forb,,,,,,,23,0,3,0,3
11,S,5,11.S.5.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,5,1,4,1,3
11,S,5,11.S.5.L,Litter,Millotia.sp,2,0,0,27/08/2013,1,Annual.forb,,,,,,,5,1,4,1,3
11,S,5,11.S.5.L,Litter,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,5,1,4,1,3
13,N,1,13.N.1.C,Control,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,35,17,9,4,5
13,N,1,13.N.1.C,Control,B.iberidifola,2,0,0,27/08/2013,1,Annual.forb,,,,,,,35,17,9,4,5
13,N,1,13.N.1.C,Control,G.tenuissima,9,0,0,27/08/2013,1,Annual.forb,,,,,,,35,17,9,4,5
13,N,1,13.N.1.C,Control,R.pygmaea,1,0,0,27/08/2013,1,Annual.forb,,,,,,,35,17,9,4,5
13,N,1,13.N.1.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,35,17,9,4,5
13,N,1,13.N.1.C,Control,W.acuminata,5,0,0,27/08/2013,1,Annual.forb,,,,,,,35,17,9,4,5
13,N,1,13.N.1.C,Control,Bromus.sp,3,3,1,27/08/2013,1,Annual.grass,,,,,,,35,17,9,4,5
13,N,1,13.N.1.C,Control,Z.divaricata,12,12,1,27/08/2013,1,Annual.grass,,,,,,,35,17,9,4,5
13,N,1,13.N.1.L,Litter,A.calendula,4,4,1,27/08/2013,1,Annual.forb,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,A.tomentosus,6,0,0,27/08/2013,1,Annual.forb,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,B.iberidifola,1,0,0,27/08/2013,1,Annual.forb,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,G.tenuissima,3,0,0,27/08/2013,1,Annual.forb,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,R.laevis,2,0,0,27/08/2013,1,Annual.forb,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,R.pygmaea,3,0,0,27/08/2013,1,Annual.forb,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,W.acuminata,9,0,0,27/08/2013,1,Annual.forb,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,P.airoides,10,10,1,27/08/2013,1,Annual.grass,,,,,,,47,23,9,3,6
13,N,1,13.N.1.L,Litter,Z.divaricata,9,9,1,27/08/2013,1,Annual.grass,,,,,,,47,23,9,3,6
13,N,2,13.N.2.C,Control,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,69,27,8,3,5
13,N,2,13.N.2.C,Control,B.drummondii,8,0,0,27/08/2013,1,Annual.forb,,,,,,,69,27,8,3,5
13,N,2,13.N.2.C,Control,B.iberidifola,7,0,0,27/08/2013,1,Annual.forb,,,,,,,69,27,8,3,5
13,N,2,13.N.2.C,Control,W.acuminata,17,0,0,27/08/2013,1,Annual.forb,,,,,,,69,27,8,3,5
13,N,2,13.N.2.C,Control,C.colorata,9,0,0,27/08/2013,0,Annual.forb,,,,,,,69,27,8,3,5
13,N,2,13.N.2.C,Control,P.airoides,13,13,1,27/08/2013,1,Annual.grass,,,,,,,69,27,8,3,5
13,N,2,13.N.2.C,Control,V.myuros,13,13,1,27/08/2013,1,Annual.grass,,,,,,,69,27,8,3,5
13,N,2,13.N.2.L,Litter,A.calendula,4,4,1,27/08/2013,1,Annual.forb,,,,,,,51,5,8,2,6
13,N,2,13.N.2.L,Litter,A.tomentosus,2,0,0,27/08/2013,1,Annual.forb,,,,,,,51,5,8,2,6
13,N,2,13.N.2.L,Litter,B.drummondii,11,0,0,27/08/2013,1,Annual.forb,,,,,,,51,5,8,2,6
13,N,2,13.N.2.L,Litter,B.iberidifola,3,0,0,27/08/2013,1,Annual.forb,,,,,,,51,5,8,2,6
13,N,2,13.N.2.L,Litter,R.laevis,4,0,0,27/08/2013,1,Annual.forb,,,,,,,51,5,8,2,6
13,N,2,13.N.2.L,Litter,W.acuminata,5,0,0,27/08/2013,1,Annual.forb,,,,,,,51,5,8,2,6
13,N,2,13.N.2.L,Litter,C.colorata,21,0,0,27/08/2013,0,Annual.forb,,,,,,,51,5,8,2,6
13,N,2,13.N.2.L,Litter,V.myuros,1,1,1,27/08/2013,1,Annual.grass,,,,,,,51,5,8,2,6
13,N,3,13.N.3.C,Control,B.iberidifola,5,0,0,27/08/2013,1,Annual.forb,,,,,,,37,13,5,2,3
13,N,3,13.N.3.C,Control,H.glabra,3,3,1,27/08/2013,1,Annual.forb,,,,,,,37,13,5,2,3
13,N,3,13.N.3.C,Control,W.acuminata,4,0,0,27/08/2013,1,Annual.forb,,,,,,,37,13,5,2,3
13,N,3,13.N.3.C,Control,C.colorata,15,0,0,27/08/2013,0,Annual.forb,,,,,,,37,13,5,2,3
13,N,3,13.N.3.C,Control,Bromus.sp,10,10,1,27/08/2013,1,Annual.grass,,,,,,,37,13,5,2,3
13,N,3,13.N.3.L,Litter,A.calendula,7,7,1,27/08/2013,1,Annual.forb,,,,,,,53,16,8,3,5
13,N,3,13.N.3.L,Litter,A.tomentosus,1,0,0,27/08/2013,1,Annual.forb,,,,,,,53,16,8,3,5
13,N,3,13.N.3.L,Litter,B.iberidifola,2,0,0,27/08/2013,1,Annual.forb,,,,,,,53,16,8,3,5
13,N,3,13.N.3.L,Litter,R.laevis,1,0,0,27/08/2013,1,Annual.forb,,,,,,,53,16,8,3,5
13,N,3,13.N.3.L,Litter,W.acuminata,3,0,0,27/08/2013,1,Annual.forb,,,,,,,53,16,8,3,5
13,N,3,13.N.3.L,Litter,C.colorata,30,0,0,27/08/2013,0,Annual.forb,,,,,,,53,16,8,3,5
13,N,3,13.N.3.L,Litter,Bromus.sp,6,6,1,27/08/2013,1,Annual.grass,,,,,,,53,16,8,3,5
13,N,3,13.N.3.L,Litter,Z.divaricata,3,3,1,27/08/2013,1,Annual.grass,,,,,,,53,16,8,3,5
13,N,4,13.N.4.C,Control,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,94,29,7,3,4
13,N,4,13.N.4.C,Control,R.laevis,22,0,0,27/08/2013,1,Annual.forb,,,,,,,94,29,7,3,4
13,N,4,13.N.4.C,Control,W.acuminata,6,0,0,27/08/2013,1,Annual.forb,,,,,,,94,29,7,3,4
13,N,4,13.N.4.C,Control,C.colorata,36,0,0,27/08/2013,0,Annual.forb,,,,,,,94,29,7,3,4
13,N,4,13.N.4.C,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,94,29,7,3,4
13,N,4,13.N.4.C,Control,Bromus.sp,20,20,1,27/08/2013,1,Annual.grass,,,,,,,94,29,7,3,4
13,N,4,13.N.4.C,Control,V.myuros,8,8,1,27/08/2013,1,Annual.grass,,,,,,,94,29,7,3,4
13,N,4,13.N.4.L,Litter,B.iberidifola,1,0,0,27/08/2013,1,Annual.forb,,,,,,,54,9,6,3,3
13,N,4,13.N.4.L,Litter,H.glabra,5,5,1,27/08/2013,1,Annual.forb,,,,,,,54,9,6,3,3
13,N,4,13.N.4.L,Litter,W.acuminata,4,0,0,27/08/2013,1,Annual.forb,,,,,,,54,9,6,3,3
13,N,4,13.N.4.L,Litter,C.colorata,40,0,0,27/08/2013,0,Annual.forb,,,,,,,54,9,6,3,3
13,N,4,13.N.4.L,Litter,Bromus.sp,3,3,1,27/08/2013,1,Annual.grass,,,,,,,54,9,6,3,3
13,N,4,13.N.4.L,Litter,V.myuros,1,1,1,27/08/2013,1,Annual.grass,,,,,,,54,9,6,3,3
13,N,5,13.N.5.C,Control,NA,NA,NA,NA,27/08/2013,0,NA,,,,,,,NA,NA,1,1,0
13,N,5,13.N.5.L,Litter,A.calendula,3,3,1,27/08/2013,1,Annual.forb,,,,,,,19,13,5,4,1
13,N,5,13.N.5.L,Litter,H.glabra,5,5,1,27/08/2013,1,Annual.forb,,,,,,,19,13,5,4,1
13,N,5,13.N.5.L,Litter,M.monstrosus,1,1,1,27/08/2013,1,Annual.forb,,,,,,,19,13,5,4,1
13,N,5,13.N.5.L,Litter,C.colorata,6,0,0,27/08/2013,0,Annual.forb,,,,,,,19,13,5,4,1
13,N,5,13.N.5.L,Litter,Bromus.sp,4,4,1,27/08/2013,1,Annual.grass,,,,,,,19,13,5,4,1
13,S,1,13.S.1.C,Control,A.tomentosus,9,0,0,27/08/2013,1,Annual.forb,,,,,,,79,2,7,1,6
13,S,1,13.S.1.C,Control,B.iberidifola,5,0,0,27/08/2013,1,Annual.forb,,,,,,,79,2,7,1,6
13,S,1,13.S.1.C,Control,R.laevis,7,0,0,27/08/2013,1,Annual.forb,,,,,,,79,2,7,1,6
13,S,1,13.S.1.C,Control,W.acuminata,5,0,0,27/08/2013,1,Annual.forb,,,,,,,79,2,7,1,6
13,S,1,13.S.1.C,Control,C.colorata,50,0,0,27/08/2013,0,Annual.forb,,,,,,,79,2,7,1,6
13,S,1,13.S.1.C,Control,Bromus.sp,2,2,1,27/08/2013,1,Annual.grass,,,,,,,79,2,7,1,6
13,S,1,13.S.1.L,Litter,A.tomentosus,3,0,0,27/08/2013,1,Annual.forb,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,B.iberidifola,7,0,0,27/08/2013,1,Annual.forb,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,R.laevis,11,0,0,27/08/2013,1,Annual.forb,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,R.pygmaea,3,0,0,27/08/2013,1,Annual.forb,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,W.acuminata,5,0,0,27/08/2013,1,Annual.forb,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,C.colorata,50,0,0,27/08/2013,0,Annual.forb,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,Bromus.sp,5,5,1,27/08/2013,1,Annual.grass,,,,,,,99,17,10,3,7
13,S,1,13.S.1.L,Litter,V.myuros,11,11,1,27/08/2013,1,Annual.grass,,,,,,,99,17,10,3,7
13,S,2,13.S.2.C,Control,M.monstrosus,1,1,1,27/08/2013,1,Annual.forb,,,,,,,59,12,6,3,3
13,S,2,13.S.2.C,Control,R.pygmaea,19,0,0,27/08/2013,1,Annual.forb,,,,,,,59,12,6,3,3
13,S,2,13.S.2.C,Control,W.acuminata,6,0,0,27/08/2013,1,Annual.forb,,,,,,,59,12,6,3,3
13,S,2,13.S.2.C,Control,C.colorata,22,0,0,27/08/2013,0,Annual.forb,,,,,,,59,12,6,3,3
13,S,2,13.S.2.C,Control,Bromus.sp,5,5,1,27/08/2013,1,Annual.grass,,,,,,,59,12,6,3,3
13,S,2,13.S.2.C,Control,P.airoides,6,6,1,27/08/2013,1,Annual.grass,,,,,,,59,12,6,3,3
13,S,2,13.S.2.L,Litter,A.tomentosus,4,0,0,27/08/2013,1,Annual.forb,,,,,,,63,0,6,0,6
13,S,2,13.S.2.L,Litter,B.iberidifola,1,0,0,27/08/2013,1,Annual.forb,,,,,,,63,0,6,0,6
13,S,2,13.S.2.L,Litter,R.laevis,4,0,0,27/08/2013,1,Annual.forb,,,,,,,63,0,6,0,6
13,S,2,13.S.2.L,Litter,W.acuminata,13,0,0,27/08/2013,1,Annual.forb,,,,,,,63,0,6,0,6
13,S,2,13.S.2.L,Litter,C.colorata,40,0,0,27/08/2013,0,Annual.forb,,,,,,,63,0,6,0,6
13,S,3,13.S.3.C,Control,B.iberidifola,1,0,0,27/08/2013,1,Annual.forb,,,,,,,71,27,7,2,5
13,S,3,13.S.3.C,Control,R.laevis,6,0,0,27/08/2013,1,Annual.forb,,,,,,,71,27,7,2,5
13,S,3,13.S.3.C,Control,R.pygmaea,3,0,0,27/08/2013,1,Annual.forb,,,,,,,71,27,7,2,5
13,S,3,13.S.3.C,Control,W.acuminata,14,0,0,27/08/2013,1,Annual.forb,,,,,,,71,27,7,2,5
13,S,3,13.S.3.C,Control,C.colorata,20,0,0,27/08/2013,0,Annual.forb,,,,,,,71,27,7,2,5
13,S,3,13.S.3.C,Control,Bromus.sp,7,7,1,27/08/2013,1,Annual.grass,,,,,,,71,27,7,2,5
13,S,3,13.S.3.C,Control,P.airoides,20,20,1,27/08/2013,1,Annual.grass,,,,,,,71,27,7,2,5
13,S,3,13.S.3.L,Litter,A.tomentosus,2,0,0,27/08/2013,1,Annual.forb,,,,,,,31,13,7,2,5
13,S,3,13.S.3.L,Litter,B.iberidifola,4,0,0,27/08/2013,1,Annual.forb,,,,,,,31,13,7,2,5
13,S,3,13.S.3.L,Litter,R.laevis,3,0,0,27/08/2013,1,Annual.forb,,,,,,,31,13,7,2,5
13,S,3,13.S.3.L,Litter,W.acuminata,7,0,0,27/08/2013,1,Annual.forb,,,,,,,31,13,7,2,5
13,S,3,13.S.3.L,Litter,C.colorata,2,0,0,27/08/2013,0,Annual.forb,,,,,,,31,13,7,2,5
13,S,3,13.S.3.L,Litter,Bromus.sp,4,4,1,27/08/2013,1,Annual.grass,,,,,,,31,13,7,2,5
13,S,3,13.S.3.L,Litter,V.myuros,9,9,1,27/08/2013,1,Annual.grass,,,,,,,31,13,7,2,5
13,S,4,13.S.4.C,Control,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,15,6,6,3,3
13,S,4,13.S.4.C,Control,R.laevis,3,0,0,27/08/2013,1,Annual.forb,,,,,,,15,6,6,3,3
13,S,4,13.S.4.C,Control,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,15,6,6,3,3
13,S,4,13.S.4.C,Control,C.colorata,4,0,0,27/08/2013,0,Annual.forb,,,,,,,15,6,6,3,3
13,S,4,13.S.4.C,Control,Bromus.sp,4,4,1,27/08/2013,1,Annual.grass,,,,,,,15,6,6,3,3
13,S,4,13.S.4.C,Control,V.myuros,1,1,1,27/08/2013,1,Annual.grass,,,,,,,15,6,6,3,3
13,S,4,13.S.4.L,Litter,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,23,10,6,3,3
13,S,4,13.S.4.L,Litter,L.arvensis,1,1,1,27/08/2013,1,Annual.forb,,,,,,,23,10,6,3,3
13,S,4,13.S.4.L,Litter,R.laevis,3,0,0,27/08/2013,1,Annual.forb,,,,,,,23,10,6,3,3
13,S,4,13.S.4.L,Litter,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,23,10,6,3,3
13,S,4,13.S.4.L,Litter,C.colorata,9,0,0,27/08/2013,0,Annual.forb,,,,,,,23,10,6,3,3
13,S,4,13.S.4.L,Litter,Bromus.sp,8,8,1,27/08/2013,1,Annual.grass,,,,,,,23,10,6,3,3
13,S,5,13.S.5.C,Control,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,23,5,7,3,4
13,S,5,13.S.5.C,Control,H.glabra,2,2,1,27/08/2013,1,Annual.forb,,,,,,,23,5,7,3,4
13,S,5,13.S.5.C,Control,R.laevis,1,0,0,27/08/2013,1,Annual.forb,,,,,,,23,5,7,3,4
13,S,5,13.S.5.C,Control,W.acuminata,3,0,0,27/08/2013,1,Annual.forb,,,,,,,23,5,7,3,4
13,S,5,13.S.5.C,Control,C.colorata,12,0,0,27/08/2013,0,Annual.forb,,,,,,,23,5,7,3,4
13,S,5,13.S.5.C,Control,Bromus.sp,2,2,1,27/08/2013,1,Annual.grass,,,,,,,23,5,7,3,4
13,S,5,13.S.5.L,Litter,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,39,6,7,3,4
13,S,5,13.S.5.L,Litter,R.laevis,4,0,0,27/08/2013,1,Annual.forb,,,,,,,39,6,7,3,4
13,S,5,13.S.5.L,Litter,W.acuminata,3,0,0,27/08/2013,1,Annual.forb,,,,,,,39,6,7,3,4
13,S,5,13.S.5.L,Litter,C.colorata,24,0,0,27/08/2013,0,Annual.forb,,,,,,,39,6,7,3,4
13,S,5,13.S.5.L,Litter,E.longiflora,2,2,1,27/08/2013,1,Annual.grass,,,,,,,39,6,7,3,4
13,S,5,13.S.5.L,Litter,V.myuros,3,3,1,27/08/2013,1,Annual.grass,,,,,,,39,6,7,3,4
14,N,1,14.N.1.C,Control,B.tournefortii,2,2,1,27/08/2013,1,Annual.forb,,,,,,,55,5,8,3,5
14,N,1,14.N.1.C,Control,Millotia.sp,11,0,0,27/08/2013,1,Annual.forb,,,,,,,55,5,8,3,5
14,N,1,14.N.1.C,Control,P.canescens,1,0,0,27/08/2013,1,Annual.forb,,,,,,,55,5,8,3,5
14,N,1,14.N.1.C,Control,T.isingiana,26,0,0,27/08/2013,1,Annual.forb,,,,,,,55,5,8,3,5
14,N,1,14.N.1.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,55,5,8,3,5
14,N,1,14.N.1.C,Control,C.colorata,7,0,0,27/08/2013,0,Annual.forb,,,,,,,55,5,8,3,5
14,N,1,14.N.1.C,Control,C.eremea,5,0,0,27/08/2013,0,Annual.forb,,,,,,,55,5,8,3,5
14,N,1,14.N.1.C,Control,Bromus.sp,2,2,1,27/08/2013,1,Annual.grass,,,,,,,55,5,8,3,5
14,N,1,14.N.1.L,Litter,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,13,7,6,4,2
14,N,1,14.N.1.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,13,7,6,4,2
14,N,1,14.N.1.L,Litter,H.glabra,2,2,1,27/08/2013,1,Annual.forb,,,,,,,13,7,6,4,2
14,N,1,14.N.1.L,Litter,Millotia.sp,5,0,0,27/08/2013,1,Annual.forb,,,,,,,13,7,6,4,2
14,N,1,14.N.1.L,Litter,T.isingiana,1,0,0,27/08/2013,1,Annual.forb,,,,,,,13,7,6,4,2
14,N,1,14.N.1.L,Litter,U.anthemoides,3,3,1,27/08/2013,1,Annual.forb,,,,,,,13,7,6,4,2
14,N,2,14.N.2.C,Control,A.tomentosus,2,0,0,27/08/2013,1,Annual.forb,,,,,,,57,2,6,1,5
14,N,2,14.N.2.C,Control,H.glabra,2,2,1,27/08/2013,1,Annual.forb,,,,,,,57,2,6,1,5
14,N,2,14.N.2.C,Control,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,57,2,6,1,5
14,N,2,14.N.2.C,Control,T.isingiana,40,0,0,27/08/2013,1,Annual.forb,,,,,,,57,2,6,1,5
14,N,2,14.N.2.C,Control,W.acuminata,4,0,0,27/08/2013,1,Annual.forb,,,,,,,57,2,6,1,5
14,N,2,14.N.2.C,Control,C.colorata,8,0,0,27/08/2013,0,Annual.forb,,,,,,,57,2,6,1,5
14,N,2,14.N.2.L,Litter,A.tomentosus,1,0,0,27/08/2013,1,Annual.forb,,,,,,,19,1,8,1,7
14,N,2,14.N.2.L,Litter,Millotia.sp,2,0,0,27/08/2013,1,Annual.forb,,,,,,,19,1,8,1,7
14,N,2,14.N.2.L,Litter,T.isingiana,7,0,0,27/08/2013,1,Annual.forb,,,,,,,19,1,8,1,7
14,N,2,14.N.2.L,Litter,W.acuminata,1,0,0,27/08/2013,1,Annual.forb,,,,,,,19,1,8,1,7
14,N,2,14.N.2.L,Litter,C.colorata,3,0,0,27/08/2013,0,Annual.forb,,,,,,,19,1,8,1,7
14,N,2,14.N.2.L,Litter,C.eremea,3,0,0,27/08/2013,0,Annual.forb,,,,,,,19,1,8,1,7
14,N,2,14.N.2.L,Litter,Bromus.sp,1,1,1,27/08/2013,1,Annual.grass,,,,,,,19,1,8,1,7
14,N,3,14.N.3.C,Control,C.colorata,14,0,0,27/08/2013,0,Annual.forb,,,,,,,14,0,1,0,1
14,N,3,14.N.3.L,Litter,A.calendula,1,1,1,27/08/2013,1,Annual.forb,,,,,,,14,3,7,3,4
14,N,3,14.N.3.L,Litter,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,14,3,7,3,4
14,N,3,14.N.3.L,Litter,Millotia.sp,6,0,0,27/08/2013,1,Annual.forb,,,,,,,14,3,7,3,4
14,N,3,14.N.3.L,Litter,P.canescens,1,0,0,27/08/2013,1,Annual.forb,,,,,,,14,3,7,3,4
14,N,3,14.N.3.L,Litter,T.isingiana,2,0,0,27/08/2013,1,Annual.forb,,,,,,,14,3,7,3,4
14,N,3,14.N.3.L,Litter,C.colorata,2,0,0,27/08/2013,0,Annual.forb,,,,,,,14,3,7,3,4
14,N,3,14.N.3.L,Litter,Bromus.sp,1,1,1,27/08/2013,1,Annual.grass,,,,,,,14,3,7,3,4
14,N,4,14.N.4.C,Control,L.arvensis,1,1,1,27/08/2013,1,Annual.forb,,,,,,,6,2,4,2,2
14,N,4,14.N.4.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,6,2,4,2,2
14,N,4,14.N.4.C,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,6,2,4,2,2
14,N,4,14.N.4.L,Litter,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,4,0,2,0,2
14,N,5,14.N.5.C,Control,B.tournefortii,3,3,1,27/08/2013,1,Annual.forb,,,,,,,24,5,5,2,3
14,N,5,14.N.5.C,Control,L.arvensis,2,2,1,27/08/2013,1,Annual.forb,,,,,,,24,5,5,2,3
14,N,5,14.N.5.C,Control,Millotia.sp,13,0,0,27/08/2013,1,Annual.forb,,,,,,,24,5,5,2,3
14,N,5,14.N.5.C,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,24,5,5,2,3
14,N,5,14.N.5.L,Litter,L.arvensis,4,4,1,27/08/2013,1,Annual.forb,,,,,,,19,11,5,3,2
14,N,5,14.N.5.L,Litter,Millotia.sp,1,0,0,27/08/2013,1,Annual.forb,,,,,,,19,11,5,3,2
14,N,5,14.N.5.L,Litter,U.anthemoides,4,4,1,27/08/2013,1,Annual.forb,,,,,,,19,11,5,3,2
14,N,5,14.N.5.L,Litter,P.airoides,3,3,1,27/08/2013,1,Annual.grass,,,,,,,19,11,5,3,2
14,S,1,14.S.1.C,Control,NA,NA,NA,NA,27/08/2013,0,NA,,,,,,,NA,NA,1,1,0
14,S,1,14.S.1.L,Litter,B.iberidifola,31,0,0,27/08/2013,1,Annual.forb,,,,,,,60,20,8,4,4
14,S,1,14.S.1.L,Litter,H.glabra,1,1,1,27/08/2013,1,Annual.forb,,,,,,,60,20,8,4,4
14,S,1,14.S.1.L,Litter,T.cyanopetala,2,0,0,27/08/2013,1,Annual.forb,,,,,,,60,20,8,4,4
14,S,1,14.S.1.L,Litter,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,60,20,8,4,4
14,S,1,14.S.1.L,Litter,W.acuminata,3,0,0,27/08/2013,1,Annual.forb,,,,,,,60,20,8,4,4
14,S,1,14.S.1.L,Litter,C.eremea,4,0,0,27/08/2013,0,Annual.forb,,,,,,,60,20,8,4,4
14,S,1,14.S.1.L,Litter,Bromus.sp,6,6,1,27/08/2013,1,Annual.grass,,,,,,,60,20,8,4,4
14,S,1,14.S.1.L,Litter,P.airoides,12,12,1,27/08/2013,1,Annual.grass,,,,,,,60,20,8,4,4
14,S,2,14.S.2.C,Control,B.iberidifola,35,0,0,27/08/2013,1,Annual.forb,,,,,,,55,1,7,1,6
14,S,2,14.S.2.C,Control,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,55,1,7,1,6
14,S,2,14.S.2.C,Control,P.lessonni,1,0,0,27/08/2013,1,Annual.forb,,,,,,,55,1,7,1,6
14,S,2,14.S.2.C,Control,C.colorata,14,0,0,27/08/2013,0,Annual.forb,,,,,,,55,1,7,1,6
14,S,2,14.S.2.C,Control,C.eremea,1,0,0,27/08/2013,0,Annual.forb,,,,,,,55,1,7,1,6
14,S,2,14.S.2.L,Litter,B.iberidifola,22,0,0,27/08/2013,1,Annual.forb,,,,,,,34,5,7,3,4
14,S,2,14.S.2.L,Litter,C.obionoides,2,0,0,27/08/2013,1,Annual.forb,,,,,,,34,5,7,3,4
14,S,2,14.S.2.L,Litter,H.glabra,2,2,1,27/08/2013,1,Annual.forb,,,,,,,34,5,7,3,4
14,S,2,14.S.2.L,Litter,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,34,5,7,3,4
14,S,2,14.S.2.L,Litter,C.eremea,4,0,0,27/08/2013,0,Annual.forb,,,,,,,34,5,7,3,4
14,S,2,14.S.2.L,Litter,Bromus.sp,2,2,1,27/08/2013,1,Annual.grass,,,,,,,34,5,7,3,4
14,S,3,14.S.3.C,Control,B.iberidifola,17,0,0,27/08/2013,1,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,B.tournefortii,1,1,1,27/08/2013,1,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,E.botrys,1,1,1,27/08/2013,1,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,H.glabra,2,2,1,27/08/2013,1,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,U.anthemoides,1,1,1,27/08/2013,1,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,C.colorata,5,0,0,27/08/2013,0,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,C.eremea,2,0,0,27/08/2013,0,Annual.forb,,,,,,,41,12,10,5,5
14,S,3,14.S.3.C,Control,Bromus.sp,7,7,1,27/08/2013,1,Annual.grass,,,,,,,41,12,10,5,5
14,S,3,14.S.3.L,Litter,B.iberidifola,10,0,0,27/08/2013,1,Annual.forb,,,,,,,43,21,8,4,4
14,S,3,14.S.3.L,Litter,E.botrys,5,5,1,27/08/2013,1,Annual.forb,,,,,,,43,21,8,4,4
14,S,3,14.S.3.L,Litter,U.anthemoides,4,4,1,27/08/2013,1,Annual.forb,,,,,,,43,21,8,4,4
14,S,3,14.S.3.L,Litter,W.acuminata,2,0,0,27/08/2013,1,Annual.forb,,,,,,,43,21,8,4,4
14,S,3,14.S.3.L,Litter,C.eremea,5,0,0,27/08/2013,0,Annual.forb,,,,,,,43,21,8,4,4
14,S,3,14.S.3.L,Litter,Bromus.sp,4,4,1,27/08/2013,1,Annual.grass,,,,,,,43,21,8,4,4
