"","individual_id","plot_id","species"
"5873","DENS1_5873","A3","W.nitida4"
"5874","DENS1_5874","A3","W.nitida4"
"5875","DENS1_5875","A4","W.nitida4"
"5876","DENS1_5876","A4","W.nitida4"
"5877","DENS1_5877","A4","W.nitida4"
"5878","DENS1_5878","A4","W.nitida4"
"5879","DENS1_5879","A4","W.nitida4"
"5880","DENS1_5880","A4","W.nitida4"
"5881","DENS1_5881","A4","W.nitida4"
"5882","DENS1_5882","A4","W.nitida4"
"5883","DENS1_5883","A4","W.nitida4"
"5884","DENS1_5884","A4","W.nitida4"
"5885","DENS1_5885","A4","W.nitida4"
"5886","DENS1_5886","ACE-H-1","W.nitida4"
"5887","DENS1_5887","ACE-H-1","W.nitida4"
"5888","DENS1_5888","ACE-H-1","W.nitida4"
"5889","DENS1_5889","ACE-H-1","W.nitida4"
"5890","DENS1_5890","ACE-H-1","W.nitida4"
"5891","DENS1_5891","ACE-H-1","W.nitida4"
"5892","DENS1_5892","ACE-H-1","W.nitida4"
"5893","DENS1_5893","ACE-H-1","W.nitida4"
"5894","DENS1_5894","ACE-H-1","W.nitida4"
"5895","DENS1_5895","ACE-H-1","W.nitida4"
"5896","DENS1_5896","ACE-H-1","W.nitida4"
"5897","DENS1_5897","ACE-H-2","W.nitida4"
"5898","DENS1_5898","ACE-H-2","W.nitida4"
"5899","DENS1_5899","ACE-H-2","W.nitida4"
"5900","DENS1_5900","ACE-H-2","W.nitida4"
"5901","DENS1_5901","ACE-H-2","W.nitida4"
"5902","DENS1_5902","ACE-H-2","W.nitida4"
"5903","DENS1_5903","ACE-H-2","W.nitida4"
"5904","DENS1_5904","ACE-H-2","W.nitida4"
"5905","DENS1_5905","ACE-H-2","W.nitida4"
"5906","DENS1_5906","ACE-H-2","W.nitida4"
"5907","DENS1_5907","ACE-H-2","W.nitida4"
"5908","DENS1_5908","ACE-H-3","W.nitida4"
"5909","DENS1_5909","ACE-H-3","W.nitida4"
"5910","DENS1_5910","ACE-H-3","W.nitida4"
"5911","DENS1_5911","ACE-H-3","W.nitida4"
"5912","DENS1_5912","ACE-H-3","W.nitida4"
"5913","DENS1_5913","ACE-H-3","W.nitida4"
"5914","DENS1_5914","ACE-H-3","W.nitida4"
"5915","DENS1_5915","ACE-H-3","W.nitida4"
"5916","DENS1_5916","ACE-H-3","W.nitida4"
"5917","DENS1_5917","ACE-H-3","W.nitida4"
"5918","DENS1_5918","ACE-H-3","W.nitida4"
"5919","DENS1_5919","ACE-L-1","W.nitida4"
"5920","DENS1_5920","ACE-L-1","W.nitida4"
"5921","DENS1_5921","ACE-L-1","W.nitida4"
"5922","DENS1_5922","ACE-L-1","W.nitida4"
"5923","DENS1_5923","ACE-L-1","W.nitida4"
"5924","DENS1_5924","ACE-L-1","W.nitida4"
"5925","DENS1_5925","ACE-L-1","W.nitida4"
"5926","DENS1_5926","ACE-L-1","W.nitida4"
"5927","DENS1_5927","ACE-L-1","W.nitida4"
"5928","DENS1_5928","ACE-L-1","W.nitida4"
"5929","DENS1_5929","ACE-L-1","W.nitida4"
"5930","DENS1_5930","ACE-L-2","W.nitida4"
"5931","DENS1_5931","ACE-L-2","W.nitida4"
"5932","DENS1_5932","ACE-L-2","W.nitida4"
"5933","DENS1_5933","ACE-L-2","W.nitida4"
"5934","DENS1_5934","ACE-L-2","W.nitida4"
"5935","DENS1_5935","ACE-L-2","W.nitida4"
"5936","DENS1_5936","ACE-L-2","W.nitida4"
"5937","DENS1_5937","ACE-L-2","W.nitida4"
"5938","DENS1_5938","ACE-L-2","W.nitida4"
"5939","DENS1_5939","ACE-L-2","W.nitida4"
"5940","DENS1_5940","ACE-L-2","W.nitida4"
"5941","DENS1_5941","ACE-L-3","W.nitida4"
"5942","DENS1_5942","ACE-L-3","W.nitida4"
"5943","DENS1_5943","ACE-L-3","W.nitida4"
"5944","DENS1_5944","ACE-L-3","W.nitida4"
"5945","DENS1_5945","ACE-L-3","W.nitida4"
"5946","DENS1_5946","ACE-L-3","W.nitida4"
"5947","DENS1_5947","ACE-L-3","W.nitida4"
"5948","DENS1_5948","ACE-L-3","W.nitida4"
"5949","DENS1_5949","ACE-L-3","W.nitida4"
"5950","DENS1_5950","ACE-L-3","W.nitida4"
"5951","DENS1_5951","ACE-L-3","W.nitida4"
"5952","DENS1_5952","ACE-M-1","W.nitida4"
"5953","DENS1_5953","ACE-M-1","W.nitida4"
"5954","DENS1_5954","ACE-M-1","W.nitida4"
"5955","DENS1_5955","ACE-M-1","W.nitida4"
"5956","DENS1_5956","ACE-M-1","W.nitida4"
"5957","DENS1_5957","ACE-M-1","W.nitida4"
"5958","DENS1_5958","ACE-M-1","W.nitida4"
"5959","DENS1_5959","ACE-M-1","W.nitida4"
"5960","DENS1_5960","ACE-M-1","W.nitida4"
"5961","DENS1_5961","ACE-M-1","W.nitida4"
"5962","DENS1_5962","ACE-M-1","W.nitida4"
"5963","DENS1_5963","ACE-M-2","W.nitida4"
"5964","DENS1_5964","ACE-M-2","W.nitida4"
"5965","DENS1_5965","ACE-M-2","W.nitida4"
"5966","DENS1_5966","ACE-M-2","W.nitida4"
"5967","DENS1_5967","ACE-M-2","W.nitida4"
"5968","DENS1_5968","ACE-M-2","W.nitida4"
"5969","DENS1_5969","ACE-M-2","W.nitida4"
"5970","DENS1_5970","ACE-M-2","W.nitida4"
"5971","DENS1_5971","ACE-M-2","W.nitida4"
"5972","DENS1_5972","ACE-M-2","W.nitida4"
"5973","DENS1_5973","ACE-M-2","W.nitida4"
"5974","DENS1_5974","ACE-M-3","W.nitida4"
"5975","DENS1_5975","ACE-M-3","W.nitida4"
"5976","DENS1_5976","ACE-M-3","W.nitida4"
"5977","DENS1_5977","ACE-M-3","W.nitida4"
"5978","DENS1_5978","ACE-M-3","W.nitida4"
"5979","DENS1_5979","ACE-M-3","W.nitida4"
"5980","DENS1_5980","ACE-M-3","W.nitida4"
"5981","DENS1_5981","ACE-M-3","W.nitida4"
"5982","DENS1_5982","ACE-M-3","W.nitida4"
"5983","DENS1_5983","ACE-M-3","W.nitida4"
"5984","DENS1_5984","ACE-M-3","W.nitida4"
"5985","DENS1_5985","AC-H-1","W.nitida4"
"5986","DENS1_5986","AC-H-1","W.nitida4"
"5987","DENS1_5987","AC-H-1","W.nitida4"
"5988","DENS1_5988","AC-H-1","W.nitida4"
"5989","DENS1_5989","AC-H-1","W.nitida4"
"5990","DENS1_5990","AC-H-1","W.nitida4"
"5991","DENS1_5991","AC-H-1","W.nitida4"
"5992","DENS1_5992","AC-H-1","W.nitida4"
"5993","DENS1_5993","AC-H-1","W.nitida4"
"5994","DENS1_5994","AC-H-1","W.nitida4"
"5995","DENS1_5995","AC-H-1","W.nitida4"
"5996","DENS1_5996","AC-H-2","W.nitida4"
"5997","DENS1_5997","AC-H-2","W.nitida4"
"5998","DENS1_5998","AC-H-2","W.nitida4"
"5999","DENS1_5999","AC-H-2","W.nitida4"
"6000","DENS1_6000","AC-H-2","W.nitida4"
"6001","DENS1_6001","AC-H-2","W.nitida4"
"6002","DENS1_6002","AC-H-2","W.nitida4"
"6003","DENS1_6003","AC-H-2","W.nitida4"
"6004","DENS1_6004","AC-H-2","W.nitida4"
"6005","DENS1_6005","AC-H-2","W.nitida4"
"6006","DENS1_6006","AC-H-2","W.nitida4"
"6007","DENS1_6007","AC-H-3","W.nitida4"
"6008","DENS1_6008","AC-H-3","W.nitida4"
"6009","DENS1_6009","AC-H-3","W.nitida4"
"6010","DENS1_6010","AC-H-3","W.nitida4"
"6011","DENS1_6011","AC-H-3","W.nitida4"
"6012","DENS1_6012","AC-H-3","W.nitida4"
"6013","DENS1_6013","AC-H-3","W.nitida4"
"6014","DENS1_6014","AC-H-3","W.nitida4"
"6015","DENS1_6015","AC-H-3","W.nitida4"
"6016","DENS1_6016","AC-H-3","W.nitida4"
"6017","DENS1_6017","AC-H-3","W.nitida4"
"6018","DENS1_6018","AC-L-1","W.nitida4"
"6019","DENS1_6019","AC-L-1","W.nitida4"
"6020","DENS1_6020","AC-L-1","W.nitida4"
"6021","DENS1_6021","AC-L-1","W.nitida4"
"6022","DENS1_6022","AC-L-1","W.nitida4"
"6023","DENS1_6023","AC-L-1","W.nitida4"
"6024","DENS1_6024","AC-L-1","W.nitida4"
"6025","DENS1_6025","AC-L-1","W.nitida4"
"6026","DENS1_6026","AC-L-1","W.nitida4"
"6027","DENS1_6027","AC-L-1","W.nitida4"
"6028","DENS1_6028","AC-L-1","W.nitida4"
"6029","DENS1_6029","AC-L-2","W.nitida4"
"6030","DENS1_6030","AC-L-2","W.nitida4"
"6031","DENS1_6031","AC-L-2","W.nitida4"
"6032","DENS1_6032","AC-L-2","W.nitida4"
"6033","DENS1_6033","AC-L-2","W.nitida4"
"6034","DENS1_6034","AC-L-2","W.nitida4"
"6035","DENS1_6035","AC-L-2","W.nitida4"
"6036","DENS1_6036","AC-L-2","W.nitida4"
"6037","DENS1_6037","AC-L-2","W.nitida4"
"6038","DENS1_6038","AC-L-2","W.nitida4"
"6039","DENS1_6039","AC-L-2","W.nitida4"
"6040","DENS1_6040","AC-L-3","W.nitida4"
"6041","DENS1_6041","AC-L-3","W.nitida4"
"6042","DENS1_6042","AC-L-3","W.nitida4"
"6043","DENS1_6043","AC-L-3","W.nitida4"
"6044","DENS1_6044","AC-L-3","W.nitida4"
"6045","DENS1_6045","AC-L-3","W.nitida4"
"6046","DENS1_6046","AC-L-3","W.nitida4"
"6047","DENS1_6047","AC-L-3","W.nitida4"
"6048","DENS1_6048","AC-L-3","W.nitida4"
"6049","DENS1_6049","AC-L-3","W.nitida4"
"6050","DENS1_6050","AC-L-3","W.nitida4"
"6051","DENS1_6051","AC-M-1","W.nitida4"
"6052","DENS1_6052","AC-M-1","W.nitida4"
"6053","DENS1_6053","AC-M-1","W.nitida4"
"6054","DENS1_6054","AC-M-1","W.nitida4"
"6055","DENS1_6055","AC-M-1","W.nitida4"
"6056","DENS1_6056","AC-M-1","W.nitida4"
"6057","DENS1_6057","AC-M-1","W.nitida4"
"6058","DENS1_6058","AC-M-1","W.nitida4"
"6059","DENS1_6059","AC-M-1","W.nitida4"
"6060","DENS1_6060","AC-M-1","W.nitida4"
"6061","DENS1_6061","AC-M-1","W.nitida4"
"6062","DENS1_6062","AC-M-2","W.nitida4"
"6063","DENS1_6063","AC-M-2","W.nitida4"
"6064","DENS1_6064","AC-M-2","W.nitida4"
"6065","DENS1_6065","AC-M-2","W.nitida4"
"6066","DENS1_6066","AC-M-2","W.nitida4"
"6067","DENS1_6067","AC-M-2","W.nitida4"
"6068","DENS1_6068","AC-M-2","W.nitida4"
"6069","DENS1_6069","AC-M-2","W.nitida4"
"6070","DENS1_6070","AC-M-2","W.nitida4"
"6071","DENS1_6071","AC-M-2","W.nitida4"
"6072","DENS1_6072","AC-M-2","W.nitida4"
"6073","DENS1_6073","AC-M-3","W.nitida4"
"6074","DENS1_6074","AC-M-3","W.nitida4"
"6075","DENS1_6075","AC-M-3","W.nitida4"
"6076","DENS1_6076","AC-M-3","W.nitida4"
"6077","DENS1_6077","AC-M-3","W.nitida4"
"6078","DENS1_6078","AC-M-3","W.nitida4"
"6079","DENS1_6079","AC-M-3","W.nitida4"
"6080","DENS1_6080","AC-M-3","W.nitida4"
"6081","DENS1_6081","AC-M-3","W.nitida4"
"6082","DENS1_6082","AC-M-3","W.nitida4"
"6083","DENS1_6083","AC-M-3","W.nitida4"
"6084","DENS1_6084","ADF-H-1","W.nitida4"
"6085","DENS1_6085","ADF-H-1","W.nitida4"
"6086","DENS1_6086","ADF-H-1","W.nitida4"
"6087","DENS1_6087","ADF-H-1","W.nitida4"
"6088","DENS1_6088","ADF-H-1","W.nitida4"
"6089","DENS1_6089","ADF-H-1","W.nitida4"
"6090","DENS1_6090","ADF-H-1","W.nitida4"
"6091","DENS1_6091","ADF-H-1","W.nitida4"
"6092","DENS1_6092","ADF-H-1","W.nitida4"
"6093","DENS1_6093","ADF-H-1","W.nitida4"
"6094","DENS1_6094","ADF-H-1","W.nitida4"
"6095","DENS1_6095","ADF-H-2","W.nitida4"
"6096","DENS1_6096","ADF-H-2","W.nitida4"
"6097","DENS1_6097","ADF-H-2","W.nitida4"
"6098","DENS1_6098","ADF-H-2","W.nitida4"
"6099","DENS1_6099","ADF-H-2","W.nitida4"
"6100","DENS1_6100","ADF-H-2","W.nitida4"
"6101","DENS1_6101","ADF-H-2","W.nitida4"
"6102","DENS1_6102","ADF-H-2","W.nitida4"
"6103","DENS1_6103","ADF-H-2","W.nitida4"
"6104","DENS1_6104","ADF-H-2","W.nitida4"
"6105","DENS1_6105","ADF-H-2","W.nitida4"
"6106","DENS1_6106","ADF-H-3","W.nitida4"
"6107","DENS1_6107","ADF-H-3","W.nitida4"
"6108","DENS1_6108","ADF-H-3","W.nitida4"
"6109","DENS1_6109","ADF-H-3","W.nitida4"
"6110","DENS1_6110","ADF-H-3","W.nitida4"
"6111","DENS1_6111","ADF-H-3","W.nitida4"
"6112","DENS1_6112","ADF-H-3","W.nitida4"
"6113","DENS1_6113","ADF-H-3","W.nitida4"
"6114","DENS1_6114","ADF-H-3","W.nitida4"
"6115","DENS1_6115","ADF-H-3","W.nitida4"
"6116","DENS1_6116","ADF-H-3","W.nitida4"
"6117","DENS1_6117","ADF-L-1","W.nitida4"
"6118","DENS1_6118","ADF-L-1","W.nitida4"
"6119","DENS1_6119","ADF-L-1","W.nitida4"
"6120","DENS1_6120","ADF-L-1","W.nitida4"
"6121","DENS1_6121","ADF-L-1","W.nitida4"
"6122","DENS1_6122","ADF-L-1","W.nitida4"
"6123","DENS1_6123","ADF-L-1","W.nitida4"
"6124","DENS1_6124","ADF-L-1","W.nitida4"
"6125","DENS1_6125","ADF-L-1","W.nitida4"
"6126","DENS1_6126","ADF-L-1","W.nitida4"
"6127","DENS1_6127","ADF-L-1","W.nitida4"
"6128","DENS1_6128","ADF-L-2","W.nitida4"
"6129","DENS1_6129","ADF-L-2","W.nitida4"
"6130","DENS1_6130","ADF-L-2","W.nitida4"
"6131","DENS1_6131","ADF-L-2","W.nitida4"
"6132","DENS1_6132","ADF-L-2","W.nitida4"
"6133","DENS1_6133","ADF-L-2","W.nitida4"
"6134","DENS1_6134","ADF-L-2","W.nitida4"
"6135","DENS1_6135","ADF-L-2","W.nitida4"
"6136","DENS1_6136","ADF-L-2","W.nitida4"
"6137","DENS1_6137","ADF-L-2","W.nitida4"
"6138","DENS1_6138","ADF-L-2","W.nitida4"
"6139","DENS1_6139","ADF-L-3","W.nitida4"
"6140","DENS1_6140","ADF-L-3","W.nitida4"
"6141","DENS1_6141","ADF-L-3","W.nitida4"
"6142","DENS1_6142","ADF-L-3","W.nitida4"
"6143","DENS1_6143","ADF-L-3","W.nitida4"
"6144","DENS1_6144","ADF-L-3","W.nitida4"
"6145","DENS1_6145","ADF-L-3","W.nitida4"
"6146","DENS1_6146","ADF-L-3","W.nitida4"
"6147","DENS1_6147","ADF-L-3","W.nitida4"
"6148","DENS1_6148","ADF-L-3","W.nitida4"
"6149","DENS1_6149","ADF-L-3","W.nitida4"
"6150","DENS1_6150","ADF-M-1","W.nitida4"
"6151","DENS1_6151","ADF-M-1","W.nitida4"
"6152","DENS1_6152","ADF-M-1","W.nitida4"
"6153","DENS1_6153","ADF-M-1","W.nitida4"
"6154","DENS1_6154","ADF-M-1","W.nitida4"
"6155","DENS1_6155","ADF-M-1","W.nitida4"
"6156","DENS1_6156","ADF-M-1","W.nitida4"
"6157","DENS1_6157","ADF-M-1","W.nitida4"
"6158","DENS1_6158","ADF-M-1","W.nitida4"
"6159","DENS1_6159","ADF-M-1","W.nitida4"
"6160","DENS1_6160","ADF-M-1","W.nitida4"
"6161","DENS1_6161","ADF-M-2","W.nitida4"
"6162","DENS1_6162","ADF-M-2","W.nitida4"
"6163","DENS1_6163","ADF-M-2","W.nitida4"
"6164","DENS1_6164","ADF-M-2","W.nitida4"
"6165","DENS1_6165","ADF-M-2","W.nitida4"
"6166","DENS1_6166","ADF-M-2","W.nitida4"
"6167","DENS1_6167","ADF-M-2","W.nitida4"
"6168","DENS1_6168","ADF-M-2","W.nitida4"
"6169","DENS1_6169","ADF-M-2","W.nitida4"
"6170","DENS1_6170","ADF-M-2","W.nitida4"
"6171","DENS1_6171","ADF-M-2","W.nitida4"
"6172","DENS1_6172","ADF-M-3","W.nitida4"
"6173","DENS1_6173","ADF-M-3","W.nitida4"
"6174","DENS1_6174","ADF-M-3","W.nitida4"
"6175","DENS1_6175","ADF-M-3","W.nitida4"
"6176","DENS1_6176","ADF-M-3","W.nitida4"
"6177","DENS1_6177","ADF-M-3","W.nitida4"
"6178","DENS1_6178","ADF-M-3","W.nitida4"
"6179","DENS1_6179","ADF-M-3","W.nitida4"
"6180","DENS1_6180","ADF-M-3","W.nitida4"
"6181","DENS1_6181","ADF-M-3","W.nitida4"
"6182","DENS1_6182","ADF-M-3","W.nitida4"
"6183","DENS1_6183","AD-H-1","W.nitida4"
"6184","DENS1_6184","AD-H-1","W.nitida4"
"6185","DENS1_6185","AD-H-1","W.nitida4"
"6186","DENS1_6186","AD-H-1","W.nitida4"
"6187","DENS1_6187","AD-H-1","W.nitida4"
"6188","DENS1_6188","AD-H-1","W.nitida4"
"6189","DENS1_6189","AD-H-1","W.nitida4"
"6190","DENS1_6190","AD-H-1","W.nitida4"
"6191","DENS1_6191","AD-H-1","W.nitida4"
"6192","DENS1_6192","AD-H-1","W.nitida4"
"6193","DENS1_6193","AD-H-1","W.nitida4"
"6194","DENS1_6194","AD-H-2","W.nitida4"
"6195","DENS1_6195","AD-H-2","W.nitida4"
"6196","DENS1_6196","AD-H-2","W.nitida4"
"6197","DENS1_6197","AD-H-2","W.nitida4"
"6198","DENS1_6198","AD-H-2","W.nitida4"
"6199","DENS1_6199","AD-H-2","W.nitida4"
"6200","DENS1_6200","AD-H-2","W.nitida4"
"6201","DENS1_6201","AD-H-2","W.nitida4"
"6202","DENS1_6202","AD-H-2","W.nitida4"
"6203","DENS1_6203","AD-H-2","W.nitida4"
"6204","DENS1_6204","AD-H-2","W.nitida4"
"6205","DENS1_6205","AD-H-3","W.nitida4"
"6206","DENS1_6206","AD-H-3","W.nitida4"
"6207","DENS1_6207","AD-H-3","W.nitida4"
"6208","DENS1_6208","AD-H-3","W.nitida4"
"6209","DENS1_6209","AD-H-3","W.nitida4"
"6210","DENS1_6210","AD-H-3","W.nitida4"
"6211","DENS1_6211","AD-H-3","W.nitida4"
"6212","DENS1_6212","AD-H-3","W.nitida4"
"6213","DENS1_6213","AD-H-3","W.nitida4"
"6214","DENS1_6214","AD-H-3","W.nitida4"
"6215","DENS1_6215","AD-H-3","W.nitida4"
"6216","DENS1_6216","AD-L-1","W.nitida4"
"6217","DENS1_6217","AD-L-1","W.nitida4"
"6218","DENS1_6218","AD-L-1","W.nitida4"
"6219","DENS1_6219","AD-L-1","W.nitida4"
"6220","DENS1_6220","AD-L-1","W.nitida4"
"6221","DENS1_6221","AD-L-1","W.nitida4"
"6222","DENS1_6222","AD-L-1","W.nitida4"
"6223","DENS1_6223","AD-L-1","W.nitida4"
"6224","DENS1_6224","AD-L-1","W.nitida4"
"6225","DENS1_6225","AD-L-1","W.nitida4"
"6226","DENS1_6226","AD-L-1","W.nitida4"
"6227","DENS1_6227","AD-L-2","W.nitida4"
"6228","DENS1_6228","AD-L-2","W.nitida4"
"6229","DENS1_6229","AD-L-2","W.nitida4"
"6230","DENS1_6230","AD-L-2","W.nitida4"
"6231","DENS1_6231","AD-L-2","W.nitida4"
"6232","DENS1_6232","AD-L-2","W.nitida4"
"6233","DENS1_6233","AD-L-2","W.nitida4"
"6234","DENS1_6234","AD-L-2","W.nitida4"
"6235","DENS1_6235","AD-L-2","W.nitida4"
"6236","DENS1_6236","AD-L-2","W.nitida4"
"6237","DENS1_6237","AD-L-2","W.nitida4"
"6238","DENS1_6238","AD-L-3","W.nitida4"
"6239","DENS1_6239","AD-L-3","W.nitida4"
"6240","DENS1_6240","AD-L-3","W.nitida4"
"6241","DENS1_6241","AD-L-3","W.nitida4"
"6242","DENS1_6242","AD-L-3","W.nitida4"
"6243","DENS1_6243","AD-L-3","W.nitida4"
"6244","DENS1_6244","AD-L-3","W.nitida4"
"6245","DENS1_6245","AD-L-3","W.nitida4"
"6246","DENS1_6246","AD-L-3","W.nitida4"
"6247","DENS1_6247","AD-L-3","W.nitida4"
"6248","DENS1_6248","AD-L-3","W.nitida4"
"6249","DENS1_6249","AD-M-1","W.nitida4"
"6250","DENS1_6250","AD-M-1","W.nitida4"
"6251","DENS1_6251","AD-M-1","W.nitida4"
"6252","DENS1_6252","AD-M-1","W.nitida4"
"6253","DENS1_6253","AD-M-1","W.nitida4"
"6254","DENS1_6254","AD-M-1","W.nitida4"
"6255","DENS1_6255","AD-M-1","W.nitida4"
"6256","DENS1_6256","AD-M-1","W.nitida4"
"6257","DENS1_6257","AD-M-1","W.nitida4"
"6258","DENS1_6258","AD-M-1","W.nitida4"
"6259","DENS1_6259","AD-M-1","W.nitida4"
"6260","DENS1_6260","AD-M-2","W.nitida4"
"6261","DENS1_6261","AD-M-2","W.nitida4"
"6262","DENS1_6262","AD-M-2","W.nitida4"
"6263","DENS1_6263","AD-M-2","W.nitida4"
"6264","DENS1_6264","AD-M-2","W.nitida4"
"6265","DENS1_6265","AD-M-2","W.nitida4"
"6266","DENS1_6266","AD-M-2","W.nitida4"
"6267","DENS1_6267","AD-M-2","W.nitida4"
"6268","DENS1_6268","AD-M-2","W.nitida4"
"6269","DENS1_6269","AD-M-2","W.nitida4"
"6270","DENS1_6270","AD-M-2","W.nitida4"
"6271","DENS1_6271","AD-M-3","W.nitida4"
"6272","DENS1_6272","AD-M-3","W.nitida4"
"6273","DENS1_6273","AD-M-3","W.nitida4"
"6274","DENS1_6274","AD-M-3","W.nitida4"
"6275","DENS1_6275","AD-M-3","W.nitida4"
"6276","DENS1_6276","AD-M-3","W.nitida4"
"6277","DENS1_6277","AD-M-3","W.nitida4"
"6278","DENS1_6278","AD-M-3","W.nitida4"
"6279","DENS1_6279","AD-M-3","W.nitida4"
"6280","DENS1_6280","AD-M-3","W.nitida4"
"6281","DENS1_6281","AD-M-3","W.nitida4"
"6282","DENS1_6282","AE-H-1","W.nitida4"
"6283","DENS1_6283","AE-H-1","W.nitida4"
"6284","DENS1_6284","AE-H-1","W.nitida4"
"6285","DENS1_6285","AE-H-1","W.nitida4"
"6286","DENS1_6286","AE-H-1","W.nitida4"
"6287","DENS1_6287","AE-H-1","W.nitida4"
"6288","DENS1_6288","AE-H-1","W.nitida4"
"6289","DENS1_6289","AE-H-1","W.nitida4"
"6290","DENS1_6290","AE-H-1","W.nitida4"
"6291","DENS1_6291","AE-H-1","W.nitida4"
"6292","DENS1_6292","AE-H-1","W.nitida4"
"6293","DENS1_6293","AE-H-2","W.nitida4"
"6294","DENS1_6294","AE-H-2","W.nitida4"
"6295","DENS1_6295","AE-H-2","W.nitida4"
"6296","DENS1_6296","AE-H-2","W.nitida4"
"6297","DENS1_6297","AE-H-2","W.nitida4"
"6298","DENS1_6298","AE-H-2","W.nitida4"
"6299","DENS1_6299","AE-H-2","W.nitida4"
"6300","DENS1_6300","AE-H-2","W.nitida4"
"6301","DENS1_6301","AE-H-2","W.nitida4"
"6302","DENS1_6302","AE-H-2","W.nitida4"
"6303","DENS1_6303","AE-H-2","W.nitida4"
"6304","DENS1_6304","AE-H-3","W.nitida4"
"6305","DENS1_6305","AE-H-3","W.nitida4"
"6306","DENS1_6306","AE-H-3","W.nitida4"
"6307","DENS1_6307","AE-H-3","W.nitida4"
"6308","DENS1_6308","AE-H-3","W.nitida4"
"6309","DENS1_6309","AE-H-3","W.nitida4"
"6310","DENS1_6310","AE-H-3","W.nitida4"
"6311","DENS1_6311","AE-H-3","W.nitida4"
"6312","DENS1_6312","AE-H-3","W.nitida4"
"6313","DENS1_6313","AE-H-3","W.nitida4"
"6314","DENS1_6314","AE-H-3","W.nitida4"
"6315","DENS1_6315","AE-L-1","W.nitida4"
"6316","DENS1_6316","AE-L-1","W.nitida4"
"6317","DENS1_6317","AE-L-1","W.nitida4"
"6318","DENS1_6318","AE-L-1","W.nitida4"
"6319","DENS1_6319","AE-L-1","W.nitida4"
"6320","DENS1_6320","AE-L-1","W.nitida4"
"6321","DENS1_6321","AE-L-1","W.nitida4"
"6322","DENS1_6322","AE-L-1","W.nitida4"
"6323","DENS1_6323","AE-L-1","W.nitida4"
"6324","DENS1_6324","AE-L-1","W.nitida4"
"6325","DENS1_6325","AE-L-1","W.nitida4"
"6326","DENS1_6326","AE-L-2","W.nitida4"
"6327","DENS1_6327","AE-L-2","W.nitida4"
"6328","DENS1_6328","AE-L-2","W.nitida4"
"6329","DENS1_6329","AE-L-2","W.nitida4"
"6330","DENS1_6330","AE-L-2","W.nitida4"
"6331","DENS1_6331","AE-L-2","W.nitida4"
"6332","DENS1_6332","AE-L-2","W.nitida4"
"6333","DENS1_6333","AE-L-2","W.nitida4"
"6334","DENS1_6334","AE-L-2","W.nitida4"
"6335","DENS1_6335","AE-L-2","W.nitida4"
"6336","DENS1_6336","AE-L-2","W.nitida4"
"6337","DENS1_6337","AE-L-3","W.nitida4"
"6338","DENS1_6338","AE-L-3","W.nitida4"
"6339","DENS1_6339","AE-L-3","W.nitida4"
"6340","DENS1_6340","AE-L-3","W.nitida4"
"6341","DENS1_6341","AE-L-3","W.nitida4"
"6342","DENS1_6342","AE-L-3","W.nitida4"
"6343","DENS1_6343","AE-L-3","W.nitida4"
"6344","DENS1_6344","AE-L-3","W.nitida4"
"6345","DENS1_6345","AE-L-3","W.nitida4"
"6346","DENS1_6346","AE-L-3","W.nitida4"
"6347","DENS1_6347","AE-L-3","W.nitida4"
"6348","DENS1_6348","AE-M-1","W.nitida4"
"6349","DENS1_6349","AE-M-1","W.nitida4"
"6350","DENS1_6350","AE-M-1","W.nitida4"
"6351","DENS1_6351","AE-M-1","W.nitida4"
"6352","DENS1_6352","AE-M-1","W.nitida4"
"6353","DENS1_6353","AE-M-1","W.nitida4"
"6354","DENS1_6354","AE-M-1","W.nitida4"
"6355","DENS1_6355","AE-M-1","W.nitida4"
"6356","DENS1_6356","AE-M-1","W.nitida4"
"6357","DENS1_6357","AE-M-1","W.nitida4"
"6358","DENS1_6358","AE-M-1","W.nitida4"
"6359","DENS1_6359","AE-M-2","W.nitida4"
"6360","DENS1_6360","AE-M-2","W.nitida4"
"6361","DENS1_6361","AE-M-2","W.nitida4"
"6362","DENS1_6362","AE-M-2","W.nitida4"
"6363","DENS1_6363","AE-M-2","W.nitida4"
"6364","DENS1_6364","AE-M-2","W.nitida4"
"6365","DENS1_6365","AE-M-2","W.nitida4"
"6366","DENS1_6366","AE-M-2","W.nitida4"
"6367","DENS1_6367","AE-M-2","W.nitida4"
"6368","DENS1_6368","AE-M-2","W.nitida4"
"6369","DENS1_6369","AE-M-2","W.nitida4"
"6370","DENS1_6370","AE-M-3","W.nitida4"
"6371","DENS1_6371","AE-M-3","W.nitida4"
"6372","DENS1_6372","AE-M-3","W.nitida4"
"6373","DENS1_6373","AE-M-3","W.nitida4"
"6374","DENS1_6374","AE-M-3","W.nitida4"
"6375","DENS1_6375","AE-M-3","W.nitida4"
"6376","DENS1_6376","AE-M-3","W.nitida4"
"6377","DENS1_6377","AE-M-3","W.nitida4"
"6378","DENS1_6378","AE-M-3","W.nitida4"
"6379","DENS1_6379","AE-M-3","W.nitida4"
"6380","DENS1_6380","AE-M-3","W.nitida4"
"6381","DENS1_6381","AF-H-1","W.nitida4"
"6382","DENS1_6382","AF-H-1","W.nitida4"
"6383","DENS1_6383","AF-H-1","W.nitida4"
"6384","DENS1_6384","AF-H-1","W.nitida4"
